#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
1.000	22.611	DBP2	TIF2	10.400	13.925	-1.316	22.611	2.131	15.068	-0.278	2.029	-0.093	1.269	-0.075		0.621	1.939	4.859	1.334	1.611	0.165	0.289	0.000		2.676	-0.306	0.145	16.339	0.779	0.242			1.252	-0.420	Complex
1.000	19.771	CAA42329	BAA09202	7.904	7.152	-1.753	19.771	-0.105	14.090		2.850	0.089		-0.075			2.921	3.099	1.525	-0.874	0.213	0.000	1.943		-0.041	0.554	0.283	15.041	1.678	-0.201			-0.305	-0.209	Complex
1.000	20.039	RVB1	PAB1	12.811	9.313	1.012	20.039	2.185	14.212	0.000	2.959	-0.093	-0.301	0.075			1.002	3.731	2.175	0.575	-0.179	-0.303	0.000		-0.112	0.053	0.283	16.819	-0.230	-0.201			0.209	0.580	Complex
0.999	13.712	RPL20A	FDH1	2.005	1.508	-2.285	13.712	-0.738	12.175	0.000	0.275		1.073				0.927											12.887	0.127					-0.420	Complex
1.000	17.276	HSC82	TEF4	17.276	15.265	-3.310	15.659	4.732	8.075	-0.668	0.974		2.382	-0.109			1.891	3.911	3.614	-0.441	0.171				1.093	3.904	0.173	8.526	1.017	1.012			1.211	1.664	PPI
1.000	18.861	RVB1	PGK1	6.037	6.307	-6.213	18.861	1.721	12.538	-0.278	2.850	0.089	0.247	-0.075			1.768	0.690	0.882	0.394	0.290	0.102	0.187		-0.220	1.378	0.145	15.039	-0.840	-0.201			0.956	-0.200	Complex
0.822	8.438	HSC82	PRP40	8.264	6.167	1.315	8.438	2.159	5.110	-0.278	1.163	0.089	-0.366	-0.075			0.637	-0.132	2.158	0.371	0.383	0.429	-0.091		0.805	0.078	0.283	5.103	1.639	-0.201			0.209		Complex
1.000	18.347	HSC82	RPP0	15.613	17.248	1.948	18.347	2.797	8.657	-0.278	2.331		2.415	-0.075			2.501	6.811	4.515	1.313	-0.233	1.508	0.962		0.261	0.606	0.000	11.276	0.158	-0.201			1.388	1.713	Complex
1.000	33.753	RPL20A	RPL7A	30.857	33.753	11.587	23.771	11.101	4.465	3.320	3.031		5.679	2.534			3.623	13.156	6.422	5.818	1.488	1.167	2.613		6.734	5.691	0.663	20.859	8.760				4.384	7.971	Metabolic
1.000	24.540	RPL4A	TUB2	13.940	14.831	-4.235	24.540	1.553	15.138	-0.278	4.009	-0.093	1.925	-0.075			2.361	4.008	2.232	0.006	0.000	-0.249	0.791		0.004	-0.014	0.000	18.821	4.423	-0.016			-0.358	0.545	Complex
1.000	19.087	RPS11B	PRP43	18.945	19.087	3.446	14.803	9.177	3.320	0.385	2.401	0.175	2.280	-0.206	-0.789		2.343	4.621	5.528	5.454	0.289	-0.363	-0.256		0.694	-1.378	0.206	11.792	1.228				1.112	-0.229	Metabolic
1.000	15.834	CAA42329	PRO2	3.788	4.577	-0.903	15.834	0.514	12.000		2.029	0.089		-0.075			1.276	-0.515	-0.292	-0.520	-0.365	0.795			0.379	0.366	-0.206	14.219	0.759	-0.201	0.000	-0.243		0.196	Complex
1.000	19.673	HSC82	GUA1	9.103	8.673	-5.186	19.673	2.360	13.166	-0.278	2.331	-0.093	1.073	-0.075			1.189	3.325	1.755	0.567	-0.179	0.867	-0.091		1.202	-0.182	0.474	15.931	0.407	-0.185	-0.606	-0.243	1.203	1.587	Complex
0.991	11.575	PAB1	PGK1	3.310	1.987	2.393	11.575	-0.612	8.292	-0.278	2.029	0.089	0.855	-0.075			1.276	1.912	1.302	-0.523	-0.322	-0.303	-0.091		1.828	0.309	0.000	8.500	0.547	-0.201			-0.393	-0.433	Complex
1.000	21.405	PGI1	TEF2	11.969	14.930	-2.411	21.405	1.704	12.996	-0.278	2.850	-0.093	1.940	-0.075			2.361	0.972	2.552	-0.227	0.138	0.179	1.069		-0.074	-0.011	0.757	17.130	1.411				1.263	-0.270	Complex
0.999	14.066	PGI1	EFT1	9.895	12.022	-4.135	14.066	3.361	6.259	-0.278	2.850	-0.093	-0.457	-0.075			2.499	2.094	1.785	-0.548	0.138	-0.303	-0.091		-0.468	0.501	0.000	10.604	0.391	-0.201			1.984	-0.270	Complex
1.000	24.655	RPS11B	TIF1	14.748	18.564	-1.377	24.655	4.635	13.262	0.680	2.331	-0.093	1.545	0.075			2.219	4.679	1.903	1.585	-0.282	-0.114	0.080		0.317	0.398	0.000	19.531	1.599				1.860	1.873	Complex
1.000	21.574	DBP2	SSC1	10.146	11.704	-0.286	21.574	0.240	15.068	0.000	2.850	-0.093	1.495	0.075			1.939	4.164	-0.023	-0.444		-0.303	0.187		0.129	-0.201		14.896	0.940	2.262		0.262	0.926	-0.513	Complex
1.000	22.031	RPS11B	EFT2	19.688	22.031	-1.330	20.703	7.091	3.320	2.105	3.899	-0.108	3.785	0.169	-0.986		2.756	6.437	1.830	-1.037	-0.359	1.192	-0.483		-1.061	1.104	-0.346	16.256	3.693				1.985	-0.115	Metabolic
0.993	11.810	FDH1	RPS11A	2.249	0.283	-2.300	11.810	-0.948	12.175	0.000	0.275		-0.038				0.346											12.251	-0.556					-0.420	Complex
0.999	13.730	FDH1	EFT1	2.630	3.463	-2.085	13.730	-0.016	12.175	0.000	0.989		-0.346				0.927											12.183	0.928					-0.619	Complex
0.999	14.334	FDH1	TEF2	1.010	2.730	-0.591	14.334	-0.082	12.175	-0.278	1.268		0.324				0.927											13.654	0.160					-0.420	Complex
1.000	20.594	DBP2	SUB2	11.270	10.771	0.108	20.594	1.689	13.797	-0.278	2.331	-0.093	0.683	0.075		0.621	1.768	4.292	1.395	1.547	0.124		-0.091		-0.453	0.919	0.000	15.032	1.321	-0.201			1.984	-0.619	Complex
1.000	18.566	PGI1	RPS11A	7.391	9.120	-6.664	18.566	1.440	12.015	-0.278	2.331	0.089	0.683	-0.075			2.361	0.995	-0.083	0.347	-0.224	0.022	1.069		-0.416	0.651	0.000	15.159	0.232				1.193	-0.270	Complex
1.000	24.255	RPL4A	OLA1	14.843	17.942	-1.426	24.255	4.798	13.736	-0.278	2.331	-0.093	1.448	-0.075	-0.112		2.499	6.000	2.993	1.594	0.000	0.187	0.080		0.931	0.665		18.295	4.466	0.958			1.870		Complex
1.000	16.374	FDH1	SAM1	2.111	3.601	-0.623	16.374	0.826	12.175	0.680	0.693		1.073				0.927											13.767	1.442					0.196	Complex
1.000	20.059	RPP0	TIF1	15.907	19.460	-1.959	20.059	5.192	7.517	0.680	2.331		1.940	0.075			2.324	4.748	3.622	1.590	-0.322	0.217	0.080		0.285	0.685	-0.206	14.912	1.974	0.242			2.590	1.873	Complex
1.000	23.829	RPL4A	TEF4	20.231	23.829	0.852	23.154	10.335	3.906	0.385	1.180	0.201	4.886	0.445			2.492	13.130	6.185	2.776	0.257				1.986	2.966	0.663	15.677	5.388	0.177			4.053	8.361	Metabolic
0.996	12.415	TIF1	RNH1	-0.132	1.876	-1.748	12.415	0.664	12.189	-0.278	0.141		-0.301						-0.350	-0.417	0.692	-0.114	0.187		-0.214	-0.643		12.391		-0.185					Complex
1.000	22.713	RPP0	PGI1	13.763	18.018	-5.992	22.713	3.377	12.538	-0.278	2.850		1.940	-0.075			2.361	2.275	1.016	1.158	-0.276	0.217	1.069		-0.157	0.322	-0.206	17.282	0.273	-0.201			2.950	-0.270	Complex
1.000	15.128	PAB1	LEU1	1.853	5.010	1.339	15.128	1.333	12.179	-0.278	1.268		-0.301				0.927											14.170	0.787	-0.016				0.196	Complex
1.000	18.415	HSC82	EFT2	18.415	15.329	-1.263	16.003	3.561	9.061	-0.668	2.607		1.963	0.000			1.891	6.960	1.992	-0.448	-0.387	0.844	-0.212		1.088	2.944	0.423	10.510	1.469	-0.343			2.322	-0.673	PPI
1.000	23.573	PGI1	SAH1	12.870	18.815	-5.207	23.573	4.534	12.538	-0.278	2.850		1.288	0.000			2.641	4.383	1.844	1.625	0.138	0.217	0.962		0.168	0.078	-0.206	18.233	0.259	-0.201			-0.464		Complex
1.000	19.115	TUB2	PRP43	7.929	6.457	-0.439	19.115	1.967	13.796	-0.278	2.331	-0.093	-0.301	-0.075			1.768	3.684	1.232	-0.629	0.484	-0.103	0.080		0.457	0.094	0.000	15.742	-0.769	0.084			-0.439	-0.420	Complex
1.000	16.505	PRP43	TEF1	16.060	10.045	-1.605	16.505	3.539	7.519	0.293	2.850	-0.093	0.324	-0.075		0.210	1.939	3.474	1.415	-0.639	0.450	0.488	0.187		-0.181	0.502	0.474	12.135	0.048				1.030	0.720	Complex
1.000	16.776	PRP43	PGI1	6.865	8.012	-3.211	16.776	0.654	12.525	-0.278	2.331	-0.093	-0.301	0.000			1.939	1.590	0.626	-0.057	-0.224	0.285	0.187		-0.702	0.689	0.757	13.180	-0.663	0.084		0.618	0.890	-0.455	Complex
1.000	22.092	CAA42329	RPL4A	7.990	11.798	-3.697	22.092	1.856	14.969		2.850	0.089		-0.075			2.404	2.768	0.627	0.258	0.000	-0.059	0.962		-0.286	1.167	-0.206	15.041	1.704	2.262			1.317	0.246	Complex
1.000	21.701	PAB1	POL30	9.616	7.163	-1.564	21.701	3.531	14.809	0.000	2.331	0.089	-0.457	0.381			1.017	3.883	2.316	1.463	0.637	-0.185	0.000		1.828	0.115	0.086	16.869	0.146	-0.201			-0.336	0.660	Complex
1.000	23.616	KRS1	SAM1	11.856	11.201	-2.655	23.616	3.839	13.008	0.000	4.009	0.089	0.528	-0.075			2.218	0.918	1.117	-0.857	-0.323	-0.303			0.809	-0.401	-0.206	20.532	1.048	-0.201	0.825	1.310	-0.464	-0.244	Complex
1.000	23.656	PRP43	KRS1	12.714	13.503	-3.162	23.656	4.645	13.723	-0.278	2.331	0.089	1.073	-0.075		0.210	1.939	5.311	3.272	1.585	0.281	1.202			1.063	0.580	0.757	19.356	2.178	-0.201		-0.243	1.151	0.520	Complex
0.999	13.470	PAB1	TEF1	13.470	7.803	0.503	13.057	2.977	6.471	0.602	2.407		-0.638	-0.109		0.359	1.401	2.102	2.497	-1.003	0.087	-0.146	-0.605		-0.063	-0.424	-0.470	10.680	1.179				-0.729	0.859	PPI
1.000	28.735	RPL4A	EFT1	19.375	21.617	-1.194	28.735	6.625	14.367	0.680	4.009	-0.093	0.852	0.075			2.218	8.550	4.769	0.803	0.000	2.037	-0.091		0.233	1.712	0.283	22.144	5.269	0.958			1.984	0.521	Complex
0.997	12.719	PRP43	POL30	12.108	12.719	2.894	5.502	6.464	2.455	-0.764	1.641	0.175	0.611	-0.206			2.343	8.397	3.236	5.602	2.164	1.173	3.136		1.122	2.230	1.502	3.180	0.748	-0.071			-1.893	-0.569	Metabolic
1.000	23.185	TEF1	PGI1	12.420	13.844	-2.810	23.185	2.972	12.996	0.000	2.850	-0.093	2.173	-0.075			2.361	0.972	2.552	-0.227	0.138	0.179	1.069		-0.074	-0.011	0.757	19.493	1.411				1.263	-0.270	Complex
1.000	20.326	KRS1	ADO1	8.689	12.095	-5.708	20.326	3.042	12.526	-0.278	2.331	0.089	0.420	-0.075			2.271	2.182	2.511	1.045	-0.209	0.566			0.201	0.720	-0.206	16.926	2.139	0.258		-0.243		0.955	Complex
1.000	18.562	PAB1	PGI1	7.721	5.496	-3.077	18.562	1.918	12.538	-0.278	2.331	-0.093	0.650	-0.075			1.569	1.835	0.769	-0.251	-0.219	-0.303	0.080		-0.112	-0.290	0.000	16.412	0.233	-0.016			-0.393	-0.508	Complex
1.000	21.899	ATP1	TIF1	11.073	12.026	-3.835	21.899	2.368	15.030	0.000	2.029	-0.093	0.420	-0.075			2.219	3.543	2.377	0.962	0.083	0.107	0.187		-0.350	1.766	0.000	15.876	1.476	-0.201	0.470		-0.358		Complex
1.000	30.782	RPL4A	RPS11A	26.900	30.782	8.878	22.061	11.875	4.895	3.320	3.899	0.175	3.416	0.445			2.756	10.577	5.936	10.019	0.257	1.045	1.031		2.891	8.465	1.502	18.887	8.985				1.240	8.361	Metabolic
1.000	21.616	RVB1	RPL20A	10.106	9.366	-5.506	21.616	3.660	13.590	0.000	2.331		0.690	-0.075			1.420	4.471	1.827	1.742	-0.179	0.314	0.000		0.971	-0.552	0.283	16.743	1.501				2.154	2.453	Complex
1.000	16.136	TEF1	KRS1	16.136	14.808	-3.756	15.813	5.039	6.082	-0.668	2.607		0.788	0.000			2.288	3.204	1.580	-0.772	0.203	0.315			-0.481	-0.262	0.173	9.998	0.434				1.683	4.225	PPI
1.000	20.083	PAB1	KRS1	7.497	9.775	-3.556	20.083	4.241	12.538	-0.278	2.331	-0.093	-0.301	0.381		-0.305	1.569	2.682	2.848	0.348	0.207	-0.303			-0.112	0.309	0.000	17.106	1.090	0.523			-0.383	0.660	Complex
0.877	8.869	TEF1	POL30	8.869	6.793	1.165	2.523	1.830	2.410	-0.273	2.607		0.648	0.000			1.647	4.188	0.245	-1.134	-0.158	0.726	-0.212		-0.531	0.412	-0.189	2.347	-0.953				-0.310	1.487	PPI
1.000	22.067	BAA09202	RPS11B	12.160	10.022	-2.937	22.067	0.988	14.979		2.959	-0.093	1.035	-0.075			2.273	4.118	0.878	-0.408	0.207	0.120	0.791		-0.102	-0.473	0.283	15.149	3.965				-0.358	0.545	Complex
0.999	13.457	TIF1	ADO1	6.490	8.946	-1.687	13.457	3.015	6.260	-0.278	2.029	-0.093	0.755	-0.075			1.843	1.916	1.801	0.229	0.410	1.484	-0.548		-0.301	1.130	-0.206	10.392	1.098	0.258				0.382	Complex
1.000	21.217	ILV5	TEF4	8.996	11.421	-0.627	21.217	5.421	12.170	0.000	0.989		1.710				0.927											18.956	3.943	0.523				0.892	Complex
1.000	18.606	BMH1	HSC82	17.430	14.883	3.317	18.606	2.401	9.159	0.680	2.850	-0.093	1.233	-0.075			2.450	6.334	4.872	1.344	0.441	0.523	0.962		1.071	0.383	0.698	11.494	-0.386	2.331			-0.157	-0.508	Complex
1.000	24.949	ATP1	SAH1	15.589	18.195	0.006	24.949	5.831	13.796	-0.278	2.850		0.324	-0.075			2.501	6.312	3.684	3.741	-0.155	0.295	0.791		1.561	3.921	0.474	18.331	-0.971	-0.016			0.397		Complex
1.000	17.923	CAR2	SAM1	6.847	7.052	-1.586	17.923	-0.197	13.278	0.000	2.029	0.089	1.710	-0.075			1.089	0.232	2.078	-0.823	-0.080	-0.249	-0.548		0.403	0.125	-0.206	15.142	-0.299	-0.201	-0.357		0.127	-0.443	Complex
1.000	18.935	TIF1	SPE3	10.283	7.320	-6.039	18.935	2.587	12.799	-0.278	1.163	-0.093	1.288	0.075			1.394	2.985	1.569	2.208		0.713	-0.091		-0.310	0.020	0.283	16.501	0.474	0.258	0.356		0.562	-0.772	Complex
1.000	19.518	CAR2	EFT1	5.023	5.636	-4.954	19.518	2.110	13.798	0.000	2.029	-0.093	-0.269	-0.075			2.019	2.731	1.966	-0.675	-0.224	-0.303	-0.629		0.451	0.605	0.283	14.474	0.287	0.242			1.317	-0.582	Complex
1.000	22.926	CAA42329	SSC1	11.219	12.853	-0.204	22.926	2.372	15.286		2.850	0.089		-0.075			2.404	2.863	2.403	0.013		0.557	0.882		0.275	0.696		15.041	0.394	2.262	0.356	0.968	1.929	1.334	Complex
1.000	23.711	TUB2	EFT2	12.391	14.801	-1.627	23.711	1.097	14.452	-0.278	4.009	-0.093	1.925	0.381			2.218	4.710	1.866	-0.943	-0.282	-0.185	-0.091		0.101	-0.161	0.000	18.975	1.981	-0.201			-0.129	-0.508	Complex
1.000	22.151	RVB1	RPL4A	9.361	11.059	-8.063	22.151	3.821	13.588	0.000	2.959	0.089	-0.169	-0.075			1.939	4.891	2.406	1.864	0.000	-0.105	-0.091		0.457	0.217	0.283	17.627	1.349	-0.201			1.705	2.453	Complex
1.000	22.199	CAA42329	RPP0	11.198	13.235	-4.152	22.199	2.903	13.797		2.850			0.075			2.575	2.444	0.686	0.102	0.138	0.179	1.836		-0.130	1.246	0.474	15.041	1.125	-0.201			2.590	0.318	Complex
1.000	21.180	GUA1	SAM1	9.658	8.615	-4.370	21.180	3.948	12.417	0.000	2.850	-0.093	1.073	0.000		-0.305	1.290	0.348	0.620	-0.731	-0.164	-0.303	-0.091		0.658	-0.716	-0.206	19.659	0.635	0.000	1.466	-0.243	0.167	-0.244	Complex
1.000	17.285	CAA42329	DBP2	4.022	3.650	-4.646	17.285	-0.499	12.525		4.009	-0.444		-0.075			1.768	0.504	0.340	-0.798	0.478	-0.177	-0.206		-0.697	0.825	0.000	16.200	-0.858	-0.201		-0.243	0.368	-0.772	Complex
1.000	17.044	CAR2	TEF2	3.974	2.605	-2.676	17.044	0.558	12.541	-0.278	2.029	-0.093	1.073	-0.075			1.290	0.263	1.115	-0.611	-0.224	0.237	0.080		0.131	0.589	0.283	15.056	-0.675				0.622	-0.582	Complex
1.000	22.353	HSC82	PRP43	12.124	12.692	-4.348	22.353	2.853	13.575	-0.278	2.331	0.089	1.710	-0.075		0.210	1.939	4.187	2.366	2.135	0.467	0.483	0.187		0.834	0.653	0.474	15.702	1.365	0.084		-0.243	0.480	1.136	Complex
1.000	15.359	TIF1	SAM1	11.725	11.213	-0.598	15.359	2.112	7.618	0.000	2.331	0.089	1.545	-0.075			1.738	1.805	0.253	-0.239	0.410	-0.254	-0.548		0.489	0.254	0.145	11.488	1.991	-0.201	0.825		0.248	-0.227	Complex
0.938	9.620	HSC82	SPE3	9.620	6.260	-1.085	3.382	4.907	1.373	-0.668	0.974		1.963	-0.109			1.181	4.896	2.625	3.969		0.666	-0.110		1.176	-1.240	0.000	1.718	-0.954	0.220	-0.473	-0.491	-0.386	-0.952	PPI
1.000	16.483	PMS1	TIF1	1.847	5.291	-3.073	16.483	1.288	11.906	0.000	2.331	0.089	1.288	0.075		0.210	-0.704	-0.261	-0.363	1.084	0.102		0.000		-0.122	-0.778	0.474	16.275	0.068	0.100	0.039		-0.288		Complex
1.000	19.506	CAA42329	RPL20A	8.514	9.056	-4.460	19.506	2.189	12.540		2.331			-0.075			2.521	0.095	0.302	0.103	-0.365	0.314	1.664		-0.529	0.138	0.283	14.522	1.359				1.705	-0.200	Complex
1.000	19.909	ILV5	EFT1	8.173	10.739	-0.142	19.909	5.295	12.170	0.000	0.989		0.528				0.927											16.456	5.020	1.831				-1.106	Complex
1.000	16.359	TUB2	CAR2	4.710	2.542	1.653	16.359	-0.032	13.798	-0.672	1.364	-0.093	0.779	-0.075			1.290	2.882	0.764	-1.010	-0.209	-0.254	0.187		-0.294	0.604	-0.206	12.949	-1.165	0.242			1.238	-1.133	Complex
1.000	18.650	ILV5	TEF2	7.651	9.140	-1.763	18.650	2.310	12.175	0.000	1.298		1.940				0.927											16.358	2.386					0.855	Complex
0.981	10.850	CAA42329	PAB1	3.390	2.481	2.241	10.850	-0.761	8.292		2.029	0.089		-0.075			1.276	1.912	1.302	-0.523	-0.322	-0.303	-0.091		1.828	0.309	0.000	7.940	0.547	-0.201			-0.393	-0.433	Complex
1.000	17.763	PGI1	TIF1	10.543	14.163	-0.373	17.763	2.879	9.001	-0.278	2.331	0.089	1.492	-0.075			2.324	3.684	2.760	-0.152	0.580	1.024	0.187		2.693	-0.056	0.757	9.887	-0.185	-0.201	0.180		2.509	-0.270	Complex
0.897	9.075	PMS1	RNH1	2.016	4.165	1.735	9.075	1.757	7.757	-0.278	0.141		-0.301						1.581	0.539	0.556		0.187		0.396	0.593		7.388		-0.185					Complex
1.000	20.640	ILV5	RPS11A	7.468	10.333	-1.009	20.640	5.475	12.175	0.000	0.989		1.073				0.927											17.731	4.915					0.919	Complex
0.997	12.568	URK1	TEF1	1.662	5.105	0.262	12.568	-1.052	12.055	0.000	0.788	-0.093	0.286	-0.075	0.658			-0.288	0.225	-0.800	-0.266	-0.203	-0.091		-0.460	-0.420	-0.206	12.716	-0.696					-1.133	Complex
1.000	21.974	GUA1	RPS11A	11.514	13.267	-7.429	21.974	6.403	12.015	-0.278	2.029	-0.093	0.683	-0.075			1.290	1.289	0.406	0.005	-0.199	0.342	-0.091		-0.481	0.058	0.474	17.742	3.482				1.016	5.141	Complex
1.000	16.700	PRO2	PGI1	6.082	5.895	-3.146	16.700	1.063	12.000	-0.278	2.029	0.089	0.650	-0.075			1.222	1.686	-0.411	0.714	-0.348	0.429			0.416	-0.834	0.000	14.217	-0.109	-0.201	-0.290	-0.243		-0.619	Complex
0.964	10.194	POL30	TEF4	10.194	9.539	-5.504	4.924	5.240	1.500	-0.273	0.974		0.975	0.000			1.778	5.889	2.289	2.411	0.558				-0.246	2.542	0.173	2.811	1.784	-0.343			-0.343	3.509	PPI
1.000	21.923	RVB1	RPL7A	10.806	10.611	-5.688	21.923	2.981	13.796	0.000	4.009	0.089	-0.544	-0.075			1.667	3.857	1.863	0.948	0.102	0.102	0.187		0.799	-0.386	0.283	18.252	0.442	0.242			1.284	1.781	Complex
1.000	21.229	BMH1	SUB2	10.824	10.160	-1.693	21.229	3.099	14.344	-0.278	2.331	-0.093	-0.038	-0.075			1.939	4.030	1.739	1.566	0.180		-0.091		2.224	1.156	0.145	14.733	0.782	0.523			0.220	-0.270	Complex
1.000	22.192	GUA1	EFT1	9.749	8.752	-3.794	22.192	5.097	13.411	0.000	2.029	-0.093	0.429	-0.075			1.394	3.500	0.391	-0.857	0.621	1.152	-0.091		0.284	0.788	0.000	18.284	3.510	0.974			1.139	0.521	Complex
1.000	22.439	BAA09202	TEF1	11.254	10.665	0.389	22.439	-1.005	16.772		4.009	-0.093	0.469	-0.075			2.361	4.287	2.321	-0.899	-0.396	-0.203	0.962		2.671	-0.372	-0.265	16.200	2.939				-0.119	-0.292	Complex
0.999	13.436	HSC82	RNH1	1.324	1.869	1.689	13.436	0.837	12.189	-0.278	0.989		-0.301						0.318	-0.769	0.401	0.876	-0.091		-0.092	-0.402		12.754		-0.185					Complex
1.000	24.890	RPP0	SAH1	17.536	18.963	-5.939	24.890	5.930	12.538	0.000	2.331		1.806	-0.075			2.361	5.415	3.811	1.851	0.461	0.725	0.791		0.470	1.778	-0.206	20.023	1.930	-0.201			-0.278		Complex
1.000	19.349	BMH1	DBP2	8.399	10.370	-4.762	19.349	0.252	13.797	-0.278	2.850	-0.093	0.958	-0.075			1.939	3.354	1.257	1.642	0.086	0.102	-0.091		-0.601	0.963	0.145	13.927	-0.841	0.084			0.210	-0.619	Complex
1.000	21.308	GUA1	TEF4	10.508	11.121	-7.469	21.308	6.108	12.015	-0.278	1.163	-0.093	1.073	-0.075			1.394	1.621	1.158	0.441	0.486				0.314	-0.366	0.283	18.380	2.522	-0.185			1.139	4.498	Complex
1.000	17.940	HSC82	TIF1	17.940	17.024	-0.632	16.902	3.319	8.871	-0.668	2.407		2.046	-0.109		0.359	1.717	6.256	3.170	2.705	0.429	-0.198	-0.605		0.205	0.176	0.760	10.495	3.416	-0.343	-0.473		2.183	1.270	PPI
0.999	13.475	BMH1	SSC1	13.475	12.174	0.799	12.432	1.763	6.407	-0.668	2.407		1.246	-0.109			2.430	4.439	1.446	-0.171		0.172	0.710		-0.281	0.772		9.244	-0.251	1.012			-0.706	-0.801	PPI
1.000	17.597	CAR2	RPS11A	3.441	4.294	-7.446	17.597	1.372	12.017	-0.278	1.163	0.089	1.220	0.075			1.939	1.202	-0.088	1.832	-0.282	0.022	0.000		-0.315	-0.094	-0.206	14.398	-0.800				0.316	-0.582	Complex
0.833	8.515	PRO2	CAR2	7.575	8.515	-3.686	2.251	7.298	0.340	-0.764	1.180	0.201	-0.283	-0.206			0.749	0.513	-0.898	1.029	0.427	3.158			3.941	4.380	0.206	-0.691	-0.924	0.599	-1.122			-1.391	Metabolic
1.000	20.898	PGI1	SPE3	9.581	13.524	-3.928	20.898	4.780	12.026	-0.278	1.134	0.089	0.855	0.075			2.218	4.698	0.389	2.941		1.125	-0.091		-0.464	-0.486	0.000	15.184	0.117	0.258	-0.290	-0.243	1.217	-0.479	Complex
1.000	19.887	CAR2	TEF4	6.509	5.969	-8.136	19.887	2.133	13.589	-0.278	1.364	0.089	1.073	-0.075			1.992	2.183	1.723	1.429	-0.199				0.717	0.814	0.000	13.514	0.177	0.523			1.317	0.146	Complex
0.919	9.343	GUA1	ADO1	9.190	9.343	-4.080	1.528	5.672	1.497	-0.764	2.401	0.201	-0.320	-0.206			0.862	1.583	-0.030	-1.627	1.981	0.659	-0.380		0.021	-1.209	-0.346	5.466	2.724	0.000		1.210		-0.057	Metabolic
0.940	9.651	RVB1	PMS1	8.012	9.651	3.664	2.884	6.050	2.487	-0.218	1.641	0.201	0.039	0.000			-0.548	2.275	2.121	2.000	1.017		1.093		2.853	0.262	0.663	2.959	4.318	0.000			-1.069		Metabolic
1.000	17.622	BAA09202	PGI1	6.987	6.313	-2.477	17.622	-0.404	12.995		2.850	-0.093		0.000			2.273	2.084	1.900	-0.717	-0.162	-0.254	1.069		-0.559	-0.273	-0.206	15.041	-0.322	0.242			-0.277	-0.270	Complex
1.000	22.102	GUA1	TEF2	9.674	9.987	-3.069	22.102	5.336	12.015	-0.278	2.850	-0.093	0.952	-0.075			1.394	0.345	0.831	-0.875	0.539	0.523	-0.091		-0.530	-0.512	0.000	18.573	1.401				0.900	3.742	Complex
1.000	14.615	BMH1	CAA42329	9.601	12.312	0.081	14.615	1.494	7.517		2.850	-0.093		-0.075			2.921	3.498	0.616	0.333	0.118	1.078	1.664		-0.565	1.273	0.000	8.761	0.206	-0.201			-0.334	-0.399	Complex
1.000	15.842	EHD3	PRP43	3.911	6.172	-4.704	15.842	2.051	12.053	-0.278	1.163	-0.093	-0.269	-0.075			1.290	2.168	0.288	0.708	0.177	-0.254			-0.022	1.019		13.647	-0.416	-0.201			0.210	-0.270	Complex
0.981	10.832	BAA09202	POL30	10.832	9.388	1.981	3.151	3.351	2.926		2.407		0.388	0.000			1.760	5.623	1.882	-0.460	0.770	-0.353	0.126		-1.307	1.626	-0.016	2.407	1.274	-0.343			3.012	-0.548	PPI
1.000	24.044	BMH1	RPL7A	9.023	12.803	-3.021	24.044	1.760	14.329	-0.278	4.009	0.089	1.288	-0.075			2.921	3.343	3.581	0.950	-0.209	-0.303	1.664		0.450	0.528	0.283	17.619	0.191	-0.201			-0.358	-0.420	Complex
1.000	19.843	BAA09202	KRS1	5.102	5.917	-4.683	19.843	1.313	13.480		2.850	-0.093		0.075			2.218	3.438	1.951	-0.595	-0.282	-0.303			-0.336	0.389	0.000	15.041	1.486	0.523			-0.305	0.520	Complex
1.000	18.407	ATP1	GUA1	6.646	5.842	-4.955	18.407	1.409	13.328	-0.278	2.331	-0.093	0.420	0.000			1.290	2.839	1.059	-0.681	0.601	0.000	-0.091		0.133	0.244	0.000	15.614	-0.557	-0.185	0.825	0.618	-0.439		Complex
1.000	19.667	ILV5	RPP0	9.579	12.557	-0.436	19.667	3.641	12.170	0.000	0.989		1.940				0.927											17.841	3.441	0.958				1.392	Complex
1.000	18.328	POL30	SAM1	8.590	6.961	-3.422	18.328	2.726	12.014	-0.278	2.029	-0.093	0.690	-0.075			1.316	1.387	-0.157	-0.724	0.138	-0.254	-0.548		-0.572	-0.499	-0.206	16.623	0.395	-0.201			0.544	-0.244	Complex
