#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
1.000	15.772	OLA1	TEF2	15.708	10.741	-2.620	15.772	3.817	6.260	-0.278	2.850	-0.093	1.073	-0.075			2.218	1.674	1.730	-0.727	0.567	0.426	-0.091		-0.258	0.468		12.450	1.983				1.030		Complex
1.000	17.209	URA2	SAH1	6.759	8.775	-3.864	17.209	2.398	12.014	-0.278	1.163		0.286	0.075			1.551	2.579	1.847	0.154	-0.396	-0.185	0.080		0.036	0.299	-0.206	13.812	1.812	0.523			-0.284		Complex
1.000	17.215	SSC1	CDC48	13.407	16.325	1.369	17.215	3.017	6.602	1.320	2.850	-0.093	1.383	-0.075	-0.289		2.499	2.913	2.387	0.999			0.000		0.121	0.523		13.380	1.271	0.523			1.238		Complex
1.000	20.132	KAR2	KRS1	7.943	10.687	-0.970	20.132	2.208	13.153	-0.278	2.029	0.089	0.683	-0.075			2.324	4.062	2.732	1.356	-0.268	0.942			0.602	0.424		14.812	1.227	0.523			-0.119		Complex
1.000	19.535	KAR2	VMA2	9.653	9.549	1.077	19.535	1.746	14.212	-0.278	2.331	0.089	0.221	-0.075			1.290	2.000	2.507	-0.897	-0.604				0.894	0.553		15.667	0.143	0.242			1.211		Complex
0.966	10.248	HIS4	SPE3	4.173	7.383	0.602	10.248	1.688	5.848	-0.278	0.989		1.073				0.927											8.398	1.573	0.974	0.000	0.618		-0.280	Complex
1.000	19.434	ATP1	TUB2	9.135	9.987	-4.161	19.434	0.604	14.017	-0.278	2.029	-0.093	0.420	-0.075			2.811	3.223	1.688	-0.717	0.235	0.000	1.836		-0.250	0.442	-0.206	15.640	-0.878	0.242			0.612		Complex
1.000	22.975	TUB2	TEF4	12.851	12.742	-1.581	22.975	2.579	14.090	0.000	2.331	-0.093	1.925	-0.075			2.218	4.124	2.399	-0.595	-0.199				-0.172	0.094	0.145	18.674	1.307	0.242			0.210	0.520	Complex
0.988	11.347	BMH1	KAP123	2.966	4.176	-1.890	11.347	1.170	9.041	0.000	1.163		-0.424	-0.075			0.473	1.904	0.498	0.900	0.220		-0.091				0.145	8.823	-0.784	0.084					Complex
1.000	16.867	HSP82	RPS3	13.848	12.659	0.978	16.867	1.750	8.873	-0.278	2.850	0.089	1.288	0.075			2.219	5.746	3.945	1.259	-0.288	0.623			0.710	0.868	0.474	8.852	0.147	-0.201	-0.317	0.858	0.236	1.108	Complex
1.000	25.013	RPP0	TUB2	15.640	14.727	-0.394	25.013	2.603	14.235	-0.278	4.009		1.870	-0.075			2.648	3.915	2.824	-0.449	-0.282	-0.041	1.836		0.253	0.368	0.145	19.870	1.749	-0.016			-0.277	0.545	Complex
0.999	14.005	SNU23	EFT2	2.797	1.702	-4.778	14.005	0.406	12.058	0.000	1.163	-0.093	-0.269	0.381			0.359	0.147	-0.805	-0.791	-0.162	0.022	-0.091		-0.364			12.292	0.141	-0.201			1.185	-0.593	Complex
0.992	11.683	BNA5	ACT1	3.147	3.256	-2.931	11.683	-0.957	12.072	-0.278	0.601		0.755	-0.075			-0.435	-0.496	-1.118	-1.178	-0.348	-0.254				0.238		13.368							Complex
0.997	12.576	HSC82	BAA21512	11.558	9.274	1.763	12.576	0.657	6.307		2.850	-0.093	0.808	-0.075			2.121	4.600	2.019	0.333	-0.396	0.187	0.962		-0.624	-0.358	-0.059	6.060	1.272	0.523			-0.277	-0.399	Complex
1.000	16.516	HSP60	ACT1	11.286	10.034	1.723	16.516	1.824	8.351	0.000	2.331	-0.093	1.495	-0.075	-0.289	0.210	2.761	3.524	1.431	2.127		-0.109	1.836		0.037	0.546		10.722	0.018	0.523			1.226		Complex
0.965	10.213	URA2	HSP82	10.213	3.802	-0.167	10.147	0.114	8.324	-0.668	0.974		0.885	0.000			0.584	3.554	3.627	0.891	0.168	-0.423	-0.212		1.246	-0.240	0.000	5.976	-0.928	-0.343			0.357		PPI
1.000	17.684	EHD3	TEF4	4.497	5.822	-4.640	17.684	1.770	12.053	-0.278	1.364	-0.093	0.901	-0.075			2.043	1.833	0.879	-0.653	-0.080				0.231	0.632		15.698	-0.109	-0.201			-0.427	-0.227	Complex
1.000	22.434	BAA09202	RPP0	11.306	9.420	-1.205	22.434	1.147	14.235		4.009		0.469	-0.075			2.648	3.915	2.824	-0.449	-0.282	-0.041	1.836		0.253	0.368	0.145	16.200	1.749	-0.016			-0.277	0.545	Complex
0.869	8.797	RPP0	LEU2	6.571	8.797	1.045	1.615	2.789	-0.391	-0.218	1.555		4.170				0.892											6.147	3.284	0.177					Metabolic
1.000	16.985	LEU2	EFT2	5.032	8.035	-0.268	16.985	1.547	12.170	0.000	1.268		1.073				0.927											13.984	2.534	-0.016					Complex
1.000	15.311	CDC48	BAA21512	13.292	11.980	4.226	15.311	0.515	8.871		4.009	-0.093	-0.142	-0.075			2.225	4.029	1.979	-0.670	-0.137		0.962		0.169	0.174	-0.206	9.920	1.108	0.958			0.228		Complex
1.000	16.234	BMH2	TIF2	16.234	12.063	2.095	14.509	2.396	8.511	0.602	2.407		0.655	-0.109			1.772	2.621	2.673	1.441	-0.118	0.209	-0.503		1.264	0.864	0.760	10.146	1.951	-0.343			1.182	-0.606	PPI
1.000	21.414	TIF2	BAA21512	9.942	3.952	-0.622	21.414	1.476	14.972		2.331	-0.093	1.035	-0.075			1.768	4.038	1.511	0.043	-0.374	0.252	0.080		0.450	0.335	-0.206	14.522	1.787	-0.201			0.911	-0.399	Complex
1.000	20.066	URA2	KRS1	10.463	13.328	-2.455	20.066	3.764	12.014	-0.278	1.134	-0.093	2.173	0.075			1.276	0.104	1.956	0.798	0.417	-0.303			-0.304	-0.441	-0.206	16.550	4.250	-0.201			1.195		Complex
1.000	15.354	SNU23	PRP43	4.070	7.833	0.911	15.354	1.956	12.058	0.680	0.556	0.089	-0.269	-0.075	0.000		0.359	-0.309	0.709	0.643	0.426	0.557	-0.855		0.633			13.228	1.283	-0.201			1.163	0.219	Complex
1.000	15.333	EHD3	TEF2	5.413	4.033	-3.803	15.333	0.189	12.056	-0.278	1.163	-0.093	0.977	-0.075			1.394	0.045	0.696	-0.729	0.236	-0.303			-0.259	0.391		14.812	-0.350				-0.416	-0.227	Complex
0.994	11.990	URA2	DPB4	1.800	1.889	-1.809	11.990	0.619	12.065	0.000	-0.175		-0.556	-0.075			0.112	0.207			0.207						-0.206	11.635		-0.201					Complex
1.000	25.329	EFT2	TEF4	23.588	25.329	1.706	19.703	10.724	3.658	1.753	2.401	-0.251	3.349	0.445		0.000	3.250	11.458	3.834	-1.580	2.272				2.803	5.776	0.206	15.668	6.445	0.599			2.254	-0.115	Metabolic
0.993	11.932	CDC48	KAP123	8.003	9.683	-0.191	11.932	3.067	5.738	0.680	1.163		0.886	-0.075			0.473	2.067	0.077	1.853	1.243		-0.091				0.283	9.775	-0.840	0.084					Complex
0.999	13.928	ARO8	SAH1	5.301	6.007	-3.070	13.928	0.852	12.179	0.000	1.233		0.443	-0.075			-0.704	-0.874	0.163	-0.791	-0.344	-0.114					0.000	15.030		-0.201					Complex
1.000	18.050	URA2	TEF1	7.404	7.753	0.472	18.050	1.552	13.471	0.000	1.134	-0.093	0.785	-0.075			1.276	2.019	-0.003	-0.837	-0.290	-0.303	0.080		-0.608	0.142	-0.206	14.595	1.557				1.195		Complex
1.000	15.172	RPP0	DPB4	3.697	4.938	-3.104	15.172	1.784	12.065	0.000	0.693		0.443	0.075			0.112	2.402			0.207						-0.206	12.695		-0.201					Complex
1.000	16.990	HIS4	KAP123	6.919	4.807	1.149	16.990	1.061	13.848	0.000	0.141		1.940															15.134	0.550	2.478					Complex
1.000	22.405	CDC48	SAH1	12.585	12.790	-6.132	22.405	2.305	13.797	0.000	2.850		0.886	-0.075			2.641	4.555	2.988	1.424	0.207		0.962		0.152	1.113	0.000	16.947	0.048	-0.201			0.357		Complex
1.000	15.541	RPP0	PRP43	15.541	13.091	1.831	14.136	4.164	4.804	0.602	2.407		1.674	0.000			1.891	5.946	2.577	2.601	0.679	0.808	0.000		0.851	0.820	-0.281	10.466	1.229	-0.172			0.913	0.622	PPI
0.993	11.872	RPP0	HIS4	5.953	8.828	0.223	11.872	2.404	5.890	-0.278	0.989		1.940				0.927											9.543	2.600	0.523				1.515	Complex
1.000	17.989	HSP82	TIF1	17.989	16.476	-1.186	16.806	3.310	8.871	-0.668	2.407		2.104	-0.109		0.359	1.717	6.256	3.170	2.705	0.429	-0.198	-0.605		0.205	0.176	0.760	9.450	3.416	-0.343	-0.473		2.183	1.270	PPI
1.000	15.591	GLN1	HSP82	2.686	2.173	-3.342	15.591	-0.951	12.764	-0.278	2.029	-0.093	1.073	-0.075			1.122	-0.105	1.573	-0.413	0.147	-0.105	0.000		-0.602	-0.452	-0.206	14.298	0.109	-0.016	0.039	-0.243		-1.133	Complex
0.995	12.163	VMA2	TEF4	11.660	7.005	-3.278	12.163	2.170	7.153	-0.278	1.163	0.089	0.752	-0.075			1.189	-0.021	2.861	-0.685	-0.450				0.740	0.754	0.145	9.498	-0.634	0.523			1.195	-0.244	Complex
1.000	24.172	PRP43	TIF1	14.787	15.448	-4.286	24.172	4.670	13.588	0.000	2.029	-0.093	1.492	-0.075		0.621	1.939	4.401	2.504	1.827	1.125	1.894	0.187		0.424	1.120	0.757	19.223	1.135	0.242			1.863	0.556	Complex
1.000	20.657	BAA09202	SAH1	10.207	10.430	-2.664	20.657	1.774	13.797		2.331		0.469	-0.075			2.361	4.336	1.823	-0.722	-0.224	-0.185	0.791		0.275	0.657	-0.206	14.522	2.546	-0.201			0.481		Complex
1.000	14.792	BAA09202	KAP123	3.487	3.193	0.692	14.792	0.363	13.157		1.163		0.469	-0.075			-0.285	1.682	-1.053	0.060	0.188		-0.091				0.145	13.354	0.149	-0.201					Complex
1.000	20.570	OLA1	ATP2	17.453	20.570	2.321	15.792	7.087	4.132	-0.764	2.651	-0.083	5.155	0.000			2.391	7.771	1.102	4.327	-0.339	0.684			1.393	0.971		12.319	0.932	0.599	0.573	-0.412	-0.697		Metabolic
0.921	9.362	URA2	CDC48	9.362	7.834	-1.886	7.658	0.222	6.139	-0.273	0.974		0.700	0.000		0.359	1.242	1.999	0.316	1.260	1.092		0.000		0.150	0.416	-0.281	6.046	-0.620	-0.343			-0.703		PPI
1.000	21.414	BAA21512	TIF1	9.942	3.952	-0.622	21.414	1.476	14.972		2.331	-0.093	1.035	-0.075			1.768	4.038	1.511	0.043	-0.374	0.252	0.080		0.450	0.335	-0.206	14.522	1.787	-0.201			0.911	-0.399	Complex
1.000	35.026	RPP0	RPS3	30.881	35.026	3.256	25.673	12.175	7.103	3.320	2.651		6.454	0.445			2.878	14.027	4.979	10.681	3.089	3.372			2.873	7.812	0.663	22.660	5.134	5.286			1.985	6.103	Metabolic
1.000	18.498	OLA1	TUB1	6.939	7.292	-3.777	18.498	1.810	12.538	-0.278	2.850	-0.093	-0.457	-0.075			2.202	1.100	1.010	1.645	-0.020	-0.303	-0.091		0.203	-0.267		15.452	0.472	0.523			-0.427		Complex
0.998	13.140	LEU2	PRP43	1.296	1.497	-2.498	13.140	1.190	12.125	-0.278	0.141		-0.038															12.504	0.739	0.084		-0.243			Complex
1.000	18.242	GLN1	CDC48	3.522	2.827	-4.599	18.242	1.171	12.995	0.000	1.163	-0.093	1.448	0.000			1.557	-0.344	1.769	1.034	0.130		0.000		-0.021	-0.587	-0.206	14.534	1.037	-0.201					Complex
0.997	12.638	MSS4	RPS3	1.726	1.652	0.268	12.638	-0.495	12.014	-0.278	0.601	-0.093	0.852	-0.075			0.112	-0.375	-0.628	-0.499	-0.175				-0.483		-0.206	13.176	-0.784	-0.016			0.118	-0.619	Complex
1.000	16.817	URA2	LEU2	6.291	7.926	-0.439	16.817	3.196	12.170	-0.278	0.275		0.528				0.927											11.932	4.205	-0.201					Complex
1.000	16.071	KAR2	EFT2	11.086	11.454	0.844	16.071	2.466	7.933	-0.278	2.331	-0.093	1.288	-0.075			2.499	4.802	4.179	0.409	0.337	1.409			0.585	1.113		8.456	1.173	-0.201			1.074		Complex
1.000	15.723	GLN1	TUB2	3.338	4.777	-2.170	15.723	-0.737	13.614	-0.278	1.163	-0.093	1.448	-0.075			0.681	-0.843	0.147	1.168	0.403	-0.303	-0.091		-0.379	-0.372	0.000	14.764	-0.437	-0.016				-0.576	Complex
1.000	25.200	RPP0	HSP60	13.324	14.970	-1.142	25.200	3.817	14.368	0.000	2.029		1.870	-0.075		0.000	3.190	5.240	5.155	1.600		0.120	1.836		-0.432	0.562		16.838	4.288	-0.016			1.252		Complex
1.000	24.310	ENO1	ATP2	16.321	16.736	-1.245	24.310	2.878	14.923	-0.278	2.850	0.089	2.101	-0.075			1.823	4.031	3.188	0.399	-0.127	-0.177			3.317	1.030	0.145	15.732	0.823	-0.201	0.825	2.147	-0.157	1.584	Complex
1.000	23.043	ATP1	HSC82	12.633	12.159	-2.170	23.043	1.934	15.241	0.000	2.850	-0.093	0.683	-0.075			2.501	5.245	3.257	0.761	0.391	-0.105	1.069		1.273	0.576	-0.206	16.209	-0.345	0.242	0.039	1.695	-0.277		Complex
1.000	19.775	BAA09202	TUB1	19.775	18.107	3.806	18.074	2.981	9.831		3.906		0.467	0.000			2.589	6.994	4.018	1.516	-0.066	-0.318	1.484		6.681	-0.650	3.249	10.986	4.857	3.838				0.436	PPI
0.999	13.619	LEU2	TIF1	2.166	1.480	-1.075	13.619	0.251	11.959	0.000	0.989		0.420				0.000											13.857	-0.219	-0.016	-0.674				Complex
1.000	18.171	HSP82	ATP2	18.171	14.025	0.986	15.954	3.372	9.635	-0.668	2.607		1.557	-0.109			1.778	7.168	5.457	0.562	-0.290	0.637			3.503	1.460	-0.016	8.816	1.323	-0.172	0.484	1.639	0.345	-0.514	PPI
1.000	22.347	ATP1	EFT1	13.071	13.776	-1.823	22.347	3.042	14.017	0.000	2.029	-0.093	0.246	0.887			2.219	5.369	3.098	-0.339	-0.060	0.107	-0.091		0.934	1.209	-0.206	17.037	-0.592	-0.016			-0.439		Complex
1.000	20.106	URA2	RPP0	9.256	10.645	-2.493	20.106	3.344	13.469	-0.278	0.556		1.389	0.075			1.551	3.702	1.929	0.575	0.362	-0.303	0.080		-0.221	0.367	0.145	14.749	3.014	0.242			1.676		Complex
1.000	15.107	GLN1	BAA21512	3.766	3.198	-1.623	15.107	-1.012	14.443		1.163	-0.093		-0.075			0.681	-0.631	1.480	1.369	-0.377	-0.185	-0.091		0.249	-0.430	0.145	13.354	1.936	-0.201				-0.619	Complex
1.000	21.944	RPP0	BAA21512	12.401	11.675	-2.722	21.944	1.720	14.017		4.009		-0.142	-0.075			2.415	2.878	2.537	0.979	-0.282	0.120	1.664		-0.250	0.994	0.757	16.200	-0.020	-0.201			-0.277	0.520	Complex
1.000	25.791	RPP0	ENO1	15.733	20.184	-1.745	25.791	2.414	15.339	0.000	2.850		2.310	-0.075			2.952	3.727	3.453	0.842	-0.322	0.295	1.943		0.145	0.912	0.757	18.345	2.203	2.262			1.317	0.910	Complex
1.000	20.282	ATP1	KAR2	10.528	11.303	-0.899	20.282	1.278	14.936	0.000	1.163	-0.093	0.779	0.000			2.219	5.004	3.417	0.200	0.620	0.107			-0.401	0.667		13.309	0.331	0.242			0.268		Complex
1.000	17.137	HSP60	EFT2	13.618	14.001	-1.314	17.137	2.400	7.956	0.000	2.331	-0.093	1.663	0.381			2.499	5.535	3.446	-0.558		-0.185	-0.091		-0.191	0.139		9.909	2.838	-0.201			1.252		Complex
1.000	20.537	BAA09202	ATP2	9.980	10.059	-0.815	20.537	1.256	14.750		2.331	-0.093	0.469	0.000			1.823	4.646	2.539	-0.678	-0.051	-0.177			2.287	0.370	-0.059	14.522	-0.005	-0.016			0.481	0.520	Complex
1.000	23.516	RPP0	TEF4	22.528	23.516	1.733	19.811	10.142	3.658	0.385	1.180	0.052	4.252	1.355			2.492	12.859	6.389	3.955	3.050		0.833		3.648	2.897	0.663	13.682	3.751	0.177			4.207	7.537	Metabolic
1.000	20.289	GLN1	OLA1	5.595	7.950	-2.530	20.289	1.761	12.806	-0.278	2.029	0.089	2.401	-0.075			1.557	0.370	0.660	0.996	-0.365	-0.303	0.187		-0.446	-0.068		17.420	1.056	0.242	0.180	-0.243			Complex
1.000	23.482	HSP82	TUB1	14.708	14.729	-0.491	23.482	1.697	15.345	-0.278	4.009	-0.093	0.755	-0.075			2.121	4.610	1.326	3.895	-0.371	-0.303	0.962		-0.454	-0.372	0.086	15.497	0.387	0.242			-0.305	0.095	Complex
1.000	16.485	BMH1	GLN1	3.978	3.183	-2.547	16.485	-0.413	13.432	-0.278	1.163	-0.093	1.448	0.000			1.226	-0.072	2.677	0.482	0.187	-0.249	-0.206		-0.719	-0.402	-0.206	15.096	-0.322	-0.016				-0.582	Complex
1.000	22.029	KAR2	RPS3	8.776	10.407	-0.115	22.029	2.217	15.302	-0.278	1.163	0.089	1.288	-0.075			2.324	5.258	3.456	1.236	0.461	1.409			0.119	0.517		14.482	-0.120	2.262			0.150		Complex
1.000	18.679	GLN1	ENO1	8.385	9.538	-1.495	18.679	0.167	12.768	-0.278	2.029	-0.093	2.674	-0.075			1.487	-0.730	1.158	-0.921	0.100	-0.185	0.000		0.324	0.230	0.000	16.219	0.226	0.242	0.825	0.208		-0.566	Complex
1.000	19.669	KAR2	TUB1	6.825	9.913	-1.632	19.669	0.949	14.235	0.000	2.331	0.089	0.268	-0.075			1.872	4.270	1.277	0.645	0.091	-0.303			-0.180	0.053		13.823	-0.256	0.523			-0.190		Complex
0.994	11.978	TIF2	GLN1	4.904	4.724	-1.873	11.978	1.149	7.982	0.000	1.163	-0.093	0.683	-0.075			1.168	-0.931	1.688	0.483	0.499	0.172	-0.091		-0.607	-0.317	0.000	8.553	1.986	0.523	0.470			-0.619	Complex
1.000	18.371	LEU2	RPS3	5.189	6.324	0.649	18.371	2.578	11.937	0.000	0.989		1.940				0.927											16.068	3.176	0.242	-0.317	0.208			Complex
0.997	12.874	ALG11	RPS3	3.379	3.136	-5.485	12.874	1.349	12.058	-0.278	1.163		-0.789	0.075			-0.704	-0.373	0.182	-0.491	-0.169	-0.185			0.162	-0.677	-0.206	13.541	0.524	0.242					Complex
0.999	14.393	OLA1	RNH1	1.036	3.782	0.708	14.393	2.524	12.189	-0.278	0.989		-0.556		-0.476				1.146	-0.006	1.188	1.078	0.187		0.440	0.463		12.953		0.000					Complex
1.000	19.676	BAA09202	RPS3	7.882	5.056	-1.635	19.676	0.808	14.017		2.331	-0.093	0.469	-0.075			2.218	4.185	1.751	-0.027	-0.351	0.107			-0.005	-0.014	0.283	14.522	1.319	-0.016			-0.358	0.545	Complex
0.994	12.073	ALG11	TEF2	-0.123	-0.124	-4.605	12.073	-0.503	12.063	-0.278	1.163		0.257	0.075			-0.704	-0.873	-0.385	-0.886	-0.051	0.129	-0.206		-0.298	-0.571	0.145	13.601	-0.340						Complex
1.000	16.420	OLA1	TIF1	16.006	13.232	-3.835	16.420	3.257	7.575	0.000	2.331	0.089	1.073	0.075	0.000	-0.305	2.324	3.250	2.771	0.654	0.604	-0.303	0.080		0.391	0.705		11.837	1.870	-0.201	0.180		1.203		Complex
1.000	20.335	KAR2	ATP2	7.978	11.954	-2.364	20.335	1.746	14.212	-0.278	1.163	0.089	1.545	-0.075			1.933	5.212	2.950	0.623	-0.051	0.749			0.269	0.382		14.286	-0.089	-0.016			0.363		Complex
1.000	22.268	SAH1	SPE3	14.544	14.895	-0.900	22.268	5.379	12.056	-0.278	1.163		1.806	-0.075			2.218	5.431	3.516	3.094		0.295	-0.091		1.194	-0.097	0.000	16.931	1.757	-0.185			-0.157		Complex
0.999	13.545	SNU23	CDC48	0.267	3.635	-4.718	13.545	0.403	12.058	0.000	1.163	-0.093	-0.269	-0.075			0.359	-0.309	-1.013	0.646	-0.162		-0.206		-0.228			12.546	0.438	-0.201			0.210		Complex
0.999	13.434	ALG11	ATP2	1.246	1.933	-4.475	13.434	1.463	12.058	0.000	1.163		-0.621	0.075			-0.704	-0.325	-0.682	0.015	-0.160	0.196			0.208	0.046	-0.206	13.968	0.150	0.242					Complex
1.000	22.323	ATP1	TEF2	12.354	11.841	-4.056	22.323	1.231	15.045	0.000	2.331	-0.093	1.073	-0.075			2.811	2.889	2.962	-0.402	0.063	0.107	1.943		0.354	0.769	0.283	16.075	2.516				-0.284		Complex
0.902	9.129	HIS4	TEF1	8.591	6.133	-0.527	9.129	1.281	4.402	0.000	1.298		1.220				0.927											7.115	1.431					1.014	Complex
0.998	13.405	ALG11	EFT1	2.683	2.180	-3.570	13.405	1.511	12.058	-0.278	1.364		-0.621	0.075			-0.704	-0.373	0.437	-0.746	-0.169	0.338	-0.091		0.289	0.018	-0.206	13.896	0.150	-0.016					Complex
1.000	16.738	SSC1	ACT1	12.556	13.869	1.919	16.738	1.944	9.023	0.000	2.331	-0.093	1.383	-0.075	0.000		2.225	2.864	1.223	-0.925		-0.249	0.791		0.218	0.574		11.270	-0.269	2.705			1.646	-0.152	Complex
0.995	12.230	HSC82	VMA2	8.209	5.915	-0.267	12.230	0.730	7.738	-0.278	2.850	-0.093	0.169	-0.075			1.189	2.398	1.710	0.319	-0.644		-0.091		0.621	0.284	0.474	9.703	-0.863	0.242			-0.383	-0.244	Complex
1.000	15.493	SNU23	OLA1	4.256	4.588	-1.406	15.493	2.854	12.058	-0.278	0.788	-0.093	-0.269	0.075			0.359	1.191	0.562	2.072	0.230	0.187	0.187		0.451			12.726	1.760	-0.201			0.562		Complex
1.000	15.914	BAA21512	ACT1	14.231	15.914	4.114	10.673	4.375	6.848			-0.211	1.248	0.445			3.210	8.941	5.213	1.021	1.511	0.278	3.256		1.724	1.308	1.814		1.351					-1.019	Metabolic
0.998	13.083	SNU23	ENO1	-1.466	-1.625	-3.131	13.083	0.324	12.058	-0.278	1.134	-0.093	-0.346	-0.075			0.359	-0.211	-0.943	0.652	-0.259	-0.303	-0.206		-0.306			11.845	-0.880	-0.201			0.347	0.720	Complex
1.000	22.951	ENO1	TEF2	13.422	16.416	0.786	22.951	1.758	14.490	-0.278	2.850	-0.093	2.415	-0.075	-0.476		2.361	4.137	3.115	-0.924	-0.268	0.217	1.069		0.047	0.624	-0.206	17.065	0.472				1.410	0.910	Complex
0.999	13.976	DPB4	KAP123	3.602	2.676	1.769	13.976	1.084	12.065	0.680	-0.175		0.286	-0.075			0.112	1.195			-0.080						-0.206	12.787		-0.201					Complex
1.000	23.424	BMH1	RPS3	11.747	13.234	1.710	23.424	1.662	14.489	-0.278	2.331	-0.093	2.890	-0.075			2.499	3.565	3.069	1.195	-0.127	-0.114			0.215	0.711	0.283	18.102	0.088	-0.016			-0.439	-0.227	Complex
1.000	16.324	ENO1	EFT1	12.978	14.426	1.136	16.324	2.393	8.256	0.000	2.850	0.089	0.443	0.075			2.218	3.408	1.764	-0.867	-0.259	-0.041	-0.091		2.474	1.353	0.000	10.272	1.743	0.242			1.751	-0.508	Complex
1.000	15.279	SNU23	HSP82	4.782	5.618	-1.273	15.279	2.701	12.058	-0.278	1.163	-0.093	-0.556	-0.075			0.359	1.128	-0.973	0.810	0.107	-0.109	-0.206		0.063			11.673	2.852	-0.201			-0.393	-0.443	Complex
0.999	14.100	LEU2	ATP2	2.409	3.773	-0.063	14.100	1.321	11.937	-0.278	0.601		0.855				-0.335											12.650	0.843	-0.201	-0.674	0.618			Complex
1.000	24.207	KRS1	SAH1	12.182	17.518	-3.325	24.207	6.071	12.538	0.000	2.850		0.324	-0.075			2.499	5.252	4.881	1.638	-0.290	0.217			1.444	2.562	-0.206	19.125	1.572	-0.201			-0.278		Complex
1.000	20.333	KRS1	KAP123	8.910	11.157	1.298	20.333	4.961	13.157	0.000	1.134		0.683	-0.075			0.473	3.764	0.719	2.624	0.564						-0.206	17.538	0.743	-0.201					Complex
1.000	15.679	HSP82	EFT1	15.679	14.448	-1.231	13.227	3.601	7.148	-0.273	2.607		0.707	0.000			1.891	6.960	1.992	-0.448	-0.387	0.844	-0.212		1.088	2.944	0.423	7.675	1.469	-0.343			2.322	-0.673	PPI
1.000	16.536	LEU2	TUB1	5.304	8.126	-0.259	16.536	1.236	12.170	-0.278	0.989		1.492				0.927											13.801	2.209	0.523					Complex
1.000	25.200	BMH2	TUB2	13.627	13.178	4.310	25.200	2.339	16.335	-0.278	4.009	-0.093	0.690	-0.075			2.273	4.869	2.784	-0.633	0.701	0.080	0.962		2.687	0.368	-0.059	18.072	2.158	0.523			0.621	-0.399	Complex
1.000	24.057	RPP0	EFT1	24.057	21.529	2.071	21.936	6.606	8.388	1.465	3.906		1.403	0.000			2.288	9.911	3.981	0.633	2.751	3.061	-0.212		0.941	3.509	0.173	17.106	3.457	1.012			2.701	0.233	PPI
0.950	9.850	ENO1	KAP123	4.514	4.926	0.555	9.850	1.001	7.134	0.000	0.788		1.288	-0.075			-0.285	1.673	-0.661	1.162	0.100		-0.091				0.145	7.532	-0.336	-0.201					Complex
0.882	8.924	TEF1	SPE3	8.296	7.209	-4.789	8.924	1.574	4.283	-0.278	1.163	-0.093	0.781	-0.075			1.569	1.363	1.675	-0.214		0.217	-0.091		-0.651	-0.244	0.000	7.532	0.470				0.622	-1.106	Complex
1.000	24.216	HSC82	KRS1	13.012	13.922	-1.168	24.216	3.982	13.230	-0.278	4.009	-0.093	1.220	-0.075			2.219	2.894	3.541	1.011	-0.162	0.991			0.681	0.736	0.757	17.656	2.193	0.242	-0.317	1.167	1.030	1.587	Complex
1.000	14.885	SSC1	BAA21512	10.721	12.990	1.282	14.885	1.616	9.023		2.331	-0.093	-0.142	-0.075			2.225	2.864	1.223	-0.925		-0.249	0.791		0.218	0.574		8.242	-0.269	2.705			1.646	-0.152	Complex
0.999	14.418	GLN1	BAA09202	2.720	4.545	-2.243	14.418	-0.871	13.614		1.163	-0.093		-0.075			0.681	-0.843	0.147	1.168	0.403	-0.303	-0.091		-0.379	-0.372	0.000	13.354	-0.437	-0.016				-0.576	Complex
0.871	8.816	ATP1	PUT2	7.847	8.816	-2.509	2.205	4.703	-0.211	3.320	0.895	-0.108	-0.326	-0.206			0.749	-0.909	1.977			0.243			2.388	1.058		7.464		-0.344	-0.546				Metabolic
1.000	17.816	HSP82	TEF2	17.816	16.521	1.003	16.606	3.025	9.614	-0.668	2.607		1.458	-0.109			1.891	7.295	4.192	1.221	0.203	0.270	-0.212		-0.848	2.163	-0.470	9.835	0.205				0.300	2.148	PPI
1.000	25.016	RPP0	TEF2	25.016	24.693	0.847	23.212	6.966	8.389	-0.273	3.906		3.627	0.000			2.401	3.875	4.087	0.835	0.168	0.688	1.484		-0.080	1.448	-0.281	18.074	1.983				2.054	5.096	PPI
1.000	24.145	HSP60	PRP43	14.577	14.483	-4.286	24.145	3.409	15.021	-0.278	2.331	0.089	1.710	-0.075	0.000		1.939	4.117	2.667	2.597		0.713	0.187		0.295	0.816		15.005	2.201	0.084		2.354	0.249		Complex
0.835	8.528	HIS4	KRS1	6.197	8.528	-2.816	2.514	5.729	-0.397	-0.218	1.026		0.868				1.521											3.505	3.999	0.599	-0.549	-0.110		4.933	Metabolic
