yourlist:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	isomap:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	Entry	Entry name		Protein names	Gene names	Organism	Length
IDH1		O75874	IDHC_HUMAN	reviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH1 PICD	Homo sapiens (Human)	414
IDH1		Q0QER2	Q0QER2_HUMAN	unreviewed	Isocitrate dehydrogenase 1 (Fragment)	IDH1	Homo sapiens (Human)	371
IDH1		Q6FI37	Q6FI37_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	IDH1	Homo sapiens (Human)	414
IDH1		Q6FIA4	Q6FIA4_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	IDH1	Homo sapiens (Human)	414
IDH1		Q9H302	Q9H302_HUMAN	unreviewed	NADP+-specific isocitrate dehydrogenase (Fragment)	IDH1	Homo sapiens (Human)	127
IDH1		V9HWJ2	V9HWJ2_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	HEL-S-26 IDH1 hCG_15937	Homo sapiens (Human)	414
IDH2		A0A1P8A7C0	A0A1P8A7C0_HUMAN	unreviewed	Isocitrate dehydrogenase (Fragment)	IDH2	Homo sapiens (Human)	57
IDH2		H0YL11	H0YL11_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP], mitochondrial	IDH2	Homo sapiens (Human)	312
IDH2		H0YLL5	H0YLL5_HUMAN	unreviewed	Isocitrate dehydrogenase [NADP], mitochondrial	IDH2	Homo sapiens (Human)	38
IDH2		P48735	IDHP_HUMAN	reviewed	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH2	Homo sapiens (Human)	452
IDH3A		A0A0G2JL95	A0A0G2JL95_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (Fragment)	IDH3A	Homo sapiens (Human)	8
IDH3A		H0YKD0	H0YKD0_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (Fragment)	IDH3A	Homo sapiens (Human)	109
IDH3A		H0YL05	H0YL05_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (Fragment)	IDH3A	Homo sapiens (Human)	36
IDH3A		H0YL72	H0YL72_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	IDH3A	Homo sapiens (Human)	331
IDH3A		H0YLF8	H0YLF8_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	IDH3A	Homo sapiens (Human)	42
IDH3A		H0YLI6	H0YLI6_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (Fragment)	IDH3A	Homo sapiens (Human)	134
IDH3A		H0YM46	H0YM46_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (Fragment)	IDH3A	Homo sapiens (Human)	48
IDH3A		H0YM64	H0YM64_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (Fragment)	IDH3A	Homo sapiens (Human)	46
IDH3A		H0YMU3	H0YMU3_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (Fragment)	IDH3A	Homo sapiens (Human)	175
IDH3A		H0YMY5	H0YMY5_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	IDH3A	Homo sapiens (Human)	45
IDH3A		H0YNF5	H0YNF5_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	IDH3A	Homo sapiens (Human)	87
IDH3A		H0YNF8	H0YNF8_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	IDH3A	Homo sapiens (Human)	60
IDH3A		P50213	IDH3A_HUMAN	reviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)	IDH3A	Homo sapiens (Human)	366
IDH3A		Q68D72	Q68D72_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (Putative uncharacterized protein DKFZp686A08194)	DKFZp686A08194 IDH3A	Homo sapiens (Human)	37
IDH3A		Q9H326	Q9H326_HUMAN	unreviewed	NAD+-dependent isocitrate dehydrogenase 3 alpha subunit (Fragment)	IDH3A	Homo sapiens (Human)	9
IDH3B		A0A087WZN1	A0A087WZN1_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41)	IDH3B hCG_39616	Homo sapiens (Human)	387
IDH3B		A0A087X2E5	A0A087X2E5_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41)	IDH3B	Homo sapiens (Human)	376
IDH3B		A0A0D9SET9	A0A0D9SET9_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Fragment)	IDH3B	Homo sapiens (Human)	83
IDH3B		A0A0D9SG66	A0A0D9SG66_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Fragment)	IDH3B	Homo sapiens (Human)	145
IDH3B		L0R875	L0R875_HUMAN	unreviewed	Alternative protein IDH3B	IDH3B	Homo sapiens (Human)	204
IDH3B		O43837	IDH3B_HUMAN	reviewed	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)	IDH3B	Homo sapiens (Human)	385
IDH3G		E7EQB8	E7EQB8_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41)	IDH3G	Homo sapiens (Human)	340
IDH3G		E9PF84	E9PF84_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41) (Fragment)	IDH3G	Homo sapiens (Human)	285
IDH3G		G5E9Q7	G5E9Q7_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial (EC 1.1.1.41)	IDH3G hCG_2004980	Homo sapiens (Human)	322
IDH3G		H0Y5Q7	H0Y5Q7_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Fragment)	IDH3G	Homo sapiens (Human)	211
IDH3G		H7C1W2	H7C1W2_HUMAN	unreviewed	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Fragment)	IDH3G	Homo sapiens (Human)	199
IDH3G		P51553	IDH3G_HUMAN	reviewed	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	IDH3G	Homo sapiens (Human)	393
IDH3G		Q2Q9C5	Q2Q9C5_HUMAN	unreviewed	Isocitrate dehydrogenase 3 gamma (Fragment)	IDH3G	Homo sapiens (Human)	88
IDH3G		Q2Q9S4	Q2Q9S4_HUMAN	unreviewed	Isocitrate dehydrogenase 3 gamma (Fragment)	IDH3G	Homo sapiens (Human)	88
IMMT		A0A087WYS0	A0A087WYS0_HUMAN	unreviewed	MICOS complex subunit MIC60 (Mitofilin)	IMMT	Homo sapiens (Human)	372
IMMT		B9A067	B9A067_HUMAN	unreviewed	MICOS complex subunit MIC60 (Mitofilin)	IMMT	Homo sapiens (Human)	711
IMMT		C9J406	C9J406_HUMAN	unreviewed	MICOS complex subunit MIC60 (Mitofilin)	IMMT	Homo sapiens (Human)	659
IMMT		D6RAW4	D6RAW4_HUMAN	unreviewed	MICOS complex subunit MIC60 (Mitofilin)	IMMT	Homo sapiens (Human)	147
IMMT		H7C463	H7C463_HUMAN	unreviewed	MICOS complex subunit MIC60 (Mitofilin) (Fragment)	IMMT	Homo sapiens (Human)	613
IMMT		Q05DN3	Q05DN3_HUMAN	unreviewed	MICOS complex subunit MIC60 (Mitofilin) (Fragment)	IMMT	Homo sapiens (Human)	316
IMMT		Q16891	MIC60_HUMAN	reviewed	MICOS complex subunit MIC60 (Cell proliferation-inducing gene 4/52 protein) (Mitochondrial inner membrane protein) (Mitofilin) (p87/89)	IMMT HMP MIC60 MINOS2 PIG4 PIG52	Homo sapiens (Human)	758
IMMT		Q3B7X4	Q3B7X4_HUMAN	unreviewed	MICOS complex subunit MIC60 (Mitofilin)	IMMT	Homo sapiens (Human)	372
ISCA1		A0A1B0GTK6	A0A1B0GTK6_HUMAN	unreviewed	Iron-sulfur cluster assembly 1 homolog, mitochondrial (Fragment)	ISCA1	Homo sapiens (Human)	92
ISCA1		Q5TBE2	Q5TBE2_HUMAN	unreviewed	Iron-sulfur cluster assembly 1 homolog, mitochondrial	ISCA1	Homo sapiens (Human)	31
ISCA1		Q5TBE9	Q5TBE9_HUMAN	unreviewed	Iron-sulfur cluster assembly 1 homolog, mitochondrial	ISCA1	Homo sapiens (Human)	86
ISCA1		Q9BUE6	ISCA1_HUMAN	reviewed	Iron-sulfur cluster assembly 1 homolog, mitochondrial (HESB-like domain-containing protein 2) (Iron-sulfur assembly protein IscA) (hIscA)	ISCA1 HBLD2 GK004	Homo sapiens (Human)	129
ISCU		B1P7G3	B1P7G3_HUMAN	unreviewed	ICSU (ISCU)	ISCU	Homo sapiens (Human)	129
ISCU		B3KQ30	B3KQ30_HUMAN	unreviewed	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (cDNA FLJ32689 fis, clone TESTI2000207, highly similar to NifU-like N-terminal domain-containing protein, mitochondrial)	ISCU	Homo sapiens (Human)	156
ISCU		B4DNC9	B4DNC9_HUMAN	unreviewed	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (cDNA FLJ51257, highly similar to NifU-like N-terminal domain-containing protein, mitochondrial)	ISCU	Homo sapiens (Human)	154
ISCU		F5H5N2	F5H5N2_HUMAN	unreviewed	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	ISCU	Homo sapiens (Human)	154
ISCU		F5H672	F5H672_HUMAN	unreviewed	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	ISCU	Homo sapiens (Human)	46
ISCU		Q9H1K1	ISCU_HUMAN	reviewed	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (NifU-like N-terminal domain-containing protein) (NifU-like protein)	ISCU NIFUN	Homo sapiens (Human)	167
LDHA		F5GWW2	F5GWW2_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	45
LDHA		F5GXC7	F5GXC7_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	45
LDHA		F5GXH2	F5GXH2_HUMAN	unreviewed	L-lactate dehydrogenase A chain (Fragment)	LDHA	Homo sapiens (Human)	114
LDHA		F5GXU1	F5GXU1_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	46
LDHA		F5GXY2	F5GXY2_HUMAN	unreviewed	L-lactate dehydrogenase A chain (Fragment)	LDHA	Homo sapiens (Human)	156
LDHA		F5GYU2	F5GYU2_HUMAN	unreviewed	L-lactate dehydrogenase A chain (Fragment)	LDHA	Homo sapiens (Human)	144
LDHA		F5GZQ4	F5GZQ4_HUMAN	unreviewed	L-lactate dehydrogenase A chain (Fragment)	LDHA	Homo sapiens (Human)	72
LDHA		F5H5J4	F5H5J4_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	89
LDHA		F5H6W8	F5H6W8_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	94
LDHA		F5H8H6	F5H8H6_HUMAN	unreviewed	L-lactate dehydrogenase A chain	LDHA	Homo sapiens (Human)	42
LDHA		P00338	LDHA_HUMAN	reviewed	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)	LDHA PIG19	Homo sapiens (Human)	332
LDHB		A8MW50	A8MW50_HUMAN	unreviewed	L-lactate dehydrogenase (EC 1.1.1.27) (Fragment)	LDHB	Homo sapiens (Human)	232
LDHB		C9J7H8	C9J7H8_HUMAN	unreviewed	L-lactate dehydrogenase B chain (Fragment)	LDHB	Homo sapiens (Human)	136
LDHB		F5H793	F5H793_HUMAN	unreviewed	L-lactate dehydrogenase B chain (Fragment)	LDHB	Homo sapiens (Human)	102
LDHB		P07195	LDHB_HUMAN	reviewed	L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27) (LDH heart subunit) (LDH-H) (Renal carcinoma antigen NY-REN-46)	LDHB	Homo sapiens (Human)	334
LDHB		Q5U077	Q5U077_HUMAN	unreviewed	L-lactate dehydrogenase (EC 1.1.1.27)	LDHB HEL-S-281 hCG_24788	Homo sapiens (Human)	334
LRPPRC		A0A0C4DG06	A0A0C4DG06_HUMAN	unreviewed	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	Homo sapiens (Human)	531
LRPPRC		B8ZZ38	B8ZZ38_HUMAN	unreviewed	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	Homo sapiens (Human)	504
LRPPRC		C9JCA9	C9JCA9_HUMAN	unreviewed	Leucine-rich PPR motif-containing protein, mitochondrial (Fragment)	LRPPRC	Homo sapiens (Human)	359
LRPPRC		E5KNY5	E5KNY5_HUMAN	unreviewed	Leucine-rich PPR-motif containing (Mitochondrial leucine-rich PPR motif-containing protein)	LRPPRC hCG_16810	Homo sapiens (Human)	1394
LRPPRC		H7C3W8	H7C3W8_HUMAN	unreviewed	Leucine-rich PPR motif-containing protein, mitochondrial (Fragment)	LRPPRC	Homo sapiens (Human)	77
LRPPRC		P42704	LPPRC_HUMAN	reviewed	Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)	LRPPRC LRP130	Homo sapiens (Human)	1394
MAOB		P27338	AOFB_HUMAN	reviewed	Amine oxidase [flavin-containing] B (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B)	MAOB	Homo sapiens (Human)	520
MAOB		Q8TBI1	Q8TBI1_HUMAN	unreviewed	Amine oxidase (EC 1.4.3.-)	MAOB	Homo sapiens (Human)	520
MDH1		B8ZZ51	B8ZZ51_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic	MDH1	Homo sapiens (Human)	169
MDH1		B9A041	B9A041_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic	MDH1	Homo sapiens (Human)	210
MDH1		C9IZI0	C9IZI0_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic (Fragment)	MDH1	Homo sapiens (Human)	67
MDH1		C9JF79	C9JF79_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	MDH1	Homo sapiens (Human)	222
MDH1		C9JLV6	C9JLV6_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic (Fragment)	MDH1	Homo sapiens (Human)	114
MDH1		C9JRL4	C9JRL4_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic (Fragment)	MDH1	Homo sapiens (Human)	119
MDH1		F8WFC2	F8WFC2_HUMAN	unreviewed	Malate dehydrogenase, cytoplasmic	MDH1	Homo sapiens (Human)	87
MDH1		P40925	MDHC_HUMAN	reviewed	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Cytosolic malate dehydrogenase) (Diiodophenylpyruvate reductase) (EC 1.1.1.96)	MDH1 MDHA	Homo sapiens (Human)	334
MDH2		A0A024R4K3	A0A024R4K3_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	MDH2 hCG_1818102	Homo sapiens (Human)	338
MDH2		G3XAL0	G3XAL0_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	MDH2 hCG_1818102	Homo sapiens (Human)	231
MDH2		P40926	MDHM_HUMAN	reviewed	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	MDH2	Homo sapiens (Human)	338
MDH2		Q0QF37	Q0QF37_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	MDH2	Homo sapiens (Human)	305
MDH2		Q6FHZ0	Q6FHZ0_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	MDH2	Homo sapiens (Human)	338
MDH2		Q75MP7	Q75MP7_HUMAN	unreviewed	Putative uncharacterized protein MDH2 (Fragment)	MDH2	Homo sapiens (Human)	22
MDH2		Q75MT9	Q75MT9_HUMAN	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	MDH2	Homo sapiens (Human)	316
MDH2		U3KQ63	U3KQ63_HUMAN	unreviewed	Malate dehydrogenase, mitochondrial	MDH2	Homo sapiens (Human)	28
MFN2		O95140	MFN2_HUMAN	reviewed	Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2)	MFN2 CPRP1 KIAA0214	Homo sapiens (Human)	757
MFN2		Q5JXC5	Q5JXC5_HUMAN	unreviewed	Mitofusin-2 (Fragment)	MFN2	Homo sapiens (Human)	98
MGST3		A0A024R8Z1	A0A024R8Z1_HUMAN	unreviewed	Microsomal glutathione S-transferase 3, isoform CRA_a	MGST3 hCG_1770226	Homo sapiens (Human)	152
MGST3		O14880	MGST3_HUMAN	reviewed	Microsomal glutathione S-transferase 3 (Microsomal GST-3) (EC 2.5.1.18) (Microsomal GST-III)	MGST3	Homo sapiens (Human)	152
MGST3		Q5VV87	Q5VV87_HUMAN	unreviewed	Microsomal glutathione S-transferase 3	MGST3	Homo sapiens (Human)	129
MGST3		Q5VV89	Q5VV89_HUMAN	unreviewed	Microsomal glutathione S-transferase 3	MGST3	Homo sapiens (Human)	166
MRPL11		E9PQB6	E9PQB6_HUMAN	unreviewed	39S ribosomal protein L11, mitochondrial	MRPL11	Homo sapiens (Human)	75
MRPL11		H0YCD5	H0YCD5_HUMAN	unreviewed	39S ribosomal protein L11, mitochondrial (Fragment)	MRPL11	Homo sapiens (Human)	63
MRPL11		Q9Y3B7	RM11_HUMAN	reviewed	39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11) (Mitochondrial large ribosomal subunit protein uL11m)	MRPL11 CGI-113	Homo sapiens (Human)	192
MRPL15		E5RHF4	E5RHF4_HUMAN	unreviewed	39S ribosomal protein L15, mitochondrial (Fragment)	MRPL15	Homo sapiens (Human)	198
MRPL15		E5RIZ4	E5RIZ4_HUMAN	unreviewed	39S ribosomal protein L15, mitochondrial (Fragment)	MRPL15	Homo sapiens (Human)	237
MRPL15		P49406	RM19_HUMAN	reviewed	39S ribosomal protein L19, mitochondrial (L19mt) (MRP-L19) (39S ribosomal protein L15, mitochondrial) (L15mt) (MRP-L15) (Mitochondrial large ribosomal subunit protein bL19m)	MRPL19 KIAA0104 MRPL15	Homo sapiens (Human)	292
MRPL15		Q9P015	RM15_HUMAN	reviewed	39S ribosomal protein L15, mitochondrial (L15mt) (MRP-L15) (Mitochondrial large ribosomal subunit protein uL15m)	MRPL15 HSPC145	Homo sapiens (Human)	296
MRPL34		A0A024R7J4	A0A024R7J4_HUMAN	unreviewed	Mitochondrial ribosomal protein L34, isoform CRA_a	MRPL34 hCG_2000553	Homo sapiens (Human)	92
MRPL34		M0R093	M0R093_HUMAN	unreviewed	39S ribosomal protein L34, mitochondrial	MRPL34	Homo sapiens (Human)	36
MRPL34		M0R226	M0R226_HUMAN	unreviewed	39S ribosomal protein L34, mitochondrial	MRPL34	Homo sapiens (Human)	184
MRPL34		Q9BQ48	RM34_HUMAN	reviewed	39S ribosomal protein L34, mitochondrial (L34mt) (MRP-L34) (Mitochondrial large ribosomal subunit protein bL34m)	MRPL34	Homo sapiens (Human)	92
MRPL35		D3YTC1	D3YTC1_HUMAN	unreviewed	39S ribosomal protein L35, mitochondrial	MRPL35	Homo sapiens (Human)	177
MRPL35		Q9NZE8	RM35_HUMAN	reviewed	39S ribosomal protein L35, mitochondrial (L35mt) (MRP-L35) (Mitochondrial large ribosomal subunit protein bL35m)	MRPL35 BM-007	Homo sapiens (Human)	188
MRPL35		S4R348	S4R348_HUMAN	unreviewed	39S ribosomal protein L35, mitochondrial	MRPL35	Homo sapiens (Human)	95
MRPS11		H0YL99	H0YL99_HUMAN	unreviewed	28S ribosomal protein S11, mitochondrial	MRPS11	Homo sapiens (Human)	118
MRPS11		P82912	RT11_HUMAN	reviewed	28S ribosomal protein S11, mitochondrial (MRP-S11) (S11mt) (Cervical cancer proto-oncogene 2 protein) (HCC-2) (Mitochondrial small ribosomal subunit protein uS11m)	MRPS11 RPMS11 HCC2	Homo sapiens (Human)	194
MRPS11		Q96Q62	Q96Q62_HUMAN	unreviewed	Mitochondrial ribosomal protein S11 (Fragment)	MRPS11	Homo sapiens (Human)	14
MRPS12		A0A024R0H2	A0A024R0H2_HUMAN	unreviewed	Mitochondrial ribosomal protein S12, isoform CRA_a	MRPS12 hCG_1641204	Homo sapiens (Human)	138
MRPS12		O15235	RT12_HUMAN	reviewed	28S ribosomal protein S12, mitochondrial (MRP-S12) (S12mt) (MT-RPS12) (Mitochondrial small ribosomal subunit protein uS12m)	MRPS12 RPMS12 RPSM12	Homo sapiens (Human)	138
MRPS15		D3DPS9	D3DPS9_HUMAN	unreviewed	Mitochondrial ribosomal protein S15, isoform CRA_c	MRPS15 hCG_24407	Homo sapiens (Human)	161
MRPS15		P82914	RT15_HUMAN	reviewed	28S ribosomal protein S15, mitochondrial (MRP-S15) (S15mt) (Mitochondrial small ribosomal subunit protein uS15m)	MRPS15 RPMS15 DC37	Homo sapiens (Human)	257
MRPS22		C9J5D8	C9J5D8_HUMAN	unreviewed	28S ribosomal protein S22, mitochondrial (Fragment)	MRPS22	Homo sapiens (Human)	51
MRPS22		G5E9V5	G5E9V5_HUMAN	unreviewed	28S ribosomal protein S22, mitochondrial (Mitochondrial ribosomal protein S22, isoform CRA_a)	MRPS22 hCG_17223	Homo sapiens (Human)	359
MRPS22		G5E9W7	G5E9W7_HUMAN	unreviewed	28S ribosomal protein S22, mitochondrial (Mitochondrial ribosomal protein S22, isoform CRA_e)	MRPS22 hCG_17223	Homo sapiens (Human)	319
MRPS22		H7C5F2	H7C5F2_HUMAN	unreviewed	28S ribosomal protein S22, mitochondrial (Fragment)	MRPS22	Homo sapiens (Human)	165
MRPS22		H7C5H3	H7C5H3_HUMAN	unreviewed	28S ribosomal protein S22, mitochondrial (Fragment)	MRPS22	Homo sapiens (Human)	200
MRPS22		H7C5L9	H7C5L9_HUMAN	unreviewed	28S ribosomal protein S22, mitochondrial (Fragment)	MRPS22	Homo sapiens (Human)	121
MRPS22		P82650	RT22_HUMAN	reviewed	28S ribosomal protein S22, mitochondrial (MRP-S22) (S22mt) (Mitochondrial small ribosomal subunit protein mS22)	MRPS22 C3orf5 RPMS22 GK002	Homo sapiens (Human)	360
MRPS22		Q96Q16	Q96Q16_HUMAN	unreviewed	Mitochondrial ribosomal protein S22 (Fragment)	MRPS22	Homo sapiens (Human)	28
MRPS30		Q9BUN6	Q9BUN6_HUMAN	unreviewed	MRPS30 protein (Fragment)	MRPS30	Homo sapiens (Human)	435
MRPS30		Q9NP92	RT30_HUMAN	reviewed	39S ribosomal protein S30, mitochondrial (MRP-S30) (S30mt) (Mitochondrial large ribosomal subunit protein mL65) (Mitochondrial large ribosomal subunit protein mS30) (Programmed cell death protein 9)	MRPS30 PDCD9 BM-047	Homo sapiens (Human)	439
MTRF1		A0A024RDT1	A0A024RDT1_HUMAN	unreviewed	Mitochondrial translational release factor 1, isoform CRA_a	MTRF1 hCG_32761	Homo sapiens (Human)	445
MTRF1		A0A087WZ41	A0A087WZ41_HUMAN	unreviewed	Peptide chain release factor 1, mitochondrial (Fragment)	MTRF1	Homo sapiens (Human)	137
MTRF1		A0A087X1S1	A0A087X1S1_HUMAN	unreviewed	Peptide chain release factor 1, mitochondrial	MTRF1	Homo sapiens (Human)	153
MTRF1		O75570	RF1M_HUMAN	reviewed	Peptide chain release factor 1, mitochondrial (MRF-1) (MtRF-1)	MTRF1	Homo sapiens (Human)	445
MTRF1		Q8N6Z2	Q8N6Z2_HUMAN	unreviewed	MTRF1 protein (Mitochondrial translational release factor 1, isoform CRA_b) (Peptide chain release factor 1, mitochondrial)	MTRF1 hCG_32761	Homo sapiens (Human)	151
MTRF1		X6RFD4	X6RFD4_HUMAN	unreviewed	Peptide chain release factor 1, mitochondrial (Fragment)	MTRF1	Homo sapiens (Human)	226
MTRR		D6RAY3	D6RAY3_HUMAN	unreviewed	Methionine synthase reductase	MTRR	Homo sapiens (Human)	46
MTRR		D6RAZ2	D6RAZ2_HUMAN	unreviewed	Methionine synthase reductase (Fragment)	MTRR	Homo sapiens (Human)	156
MTRR		D6RF21	D6RF21_HUMAN	unreviewed	Methionine synthase reductase	MTRR	Homo sapiens (Human)	92
MTRR		D6RGC7	D6RGC7_HUMAN	unreviewed	Methionine synthase reductase (Fragment)	MTRR	Homo sapiens (Human)	112
MTRR		D6RIS8	D6RIS8_HUMAN	unreviewed	Methionine synthase reductase (Fragment)	MTRR	Homo sapiens (Human)	41
MTRR		H0Y8S9	H0Y8S9_HUMAN	unreviewed	Methionine synthase reductase (Fragment)	MTRR	Homo sapiens (Human)	372
MTRR		H0Y963	H0Y963_HUMAN	unreviewed	Methionine synthase reductase (Fragment)	MTRR	Homo sapiens (Human)	115
MTRR		H0Y9D5	H0Y9D5_HUMAN	unreviewed	Methionine synthase reductase (Fragment)	MTRR	Homo sapiens (Human)	160
MTRR		H0Y9Q0	H0Y9Q0_HUMAN	unreviewed	Methionine synthase reductase (Fragment)	MTRR	Homo sapiens (Human)	81
MTRR		Q9UBK8	MTRR_HUMAN	reviewed	Methionine synthase reductase (MSR) (EC 1.16.1.8)	MTRR	Homo sapiens (Human)	725
MTX2		C9JAZ1	C9JAZ1_HUMAN	unreviewed	Metaxin-2 (Fragment)	MTX2	Homo sapiens (Human)	229
MTX2		C9JNK6	C9JNK6_HUMAN	unreviewed	Metaxin-2	MTX2	Homo sapiens (Human)	207
MTX2		F8WCW1	F8WCW1_HUMAN	unreviewed	Metaxin-2	MTX2	Homo sapiens (Human)	37
MTX2		F8WE26	F8WE26_HUMAN	unreviewed	Metaxin-2	MTX2	Homo sapiens (Human)	45
MTX2		O75431	MTX2_HUMAN	reviewed	Metaxin-2 (Mitochondrial outer membrane import complex protein 2)	MTX2	Homo sapiens (Human)	263
NDUFA1		O15239	NDUA1_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 (Complex I-MWFE) (CI-MWFE) (NADH-ubiquinone oxidoreductase MWFE subunit)	NDUFA1	Homo sapiens (Human)	70
NDUFA1		Q6IBB5	Q6IBB5_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 1, 7.5kDa (NADH oxidoreductase subunit MWFE) (ZNF183 protein)	ZNF183 NDUFA1 hCG_23184	Homo sapiens (Human)	70
NDUFA2		O43678	NDUA2_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)	NDUFA2	Homo sapiens (Human)	99
NDUFA3		A8MUI2	A8MUI2_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	NDUFA3	Homo sapiens (Human)	61
