yourlist:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC1491	isomap:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC1491	Entry	Entry name		Protein names	Gene names	Organism	Length
FH		Q7Z6G0	Q7Z6G0_HUMAN	unreviewed	Fumarate hydratase (Fragment)	FH	Homo sapiens (Human)	8
FMO1		A0A024R934	A0A024R934_HUMAN	unreviewed	Dimethylaniline monooxygenase [N-oxide-forming] (EC 1.14.13.8)	FMO1 hCG_38488	Homo sapiens (Human)	532
FMO1		L8E7C3	L8E7C3_HUMAN	unreviewed	Alternative protein FMO1	FMO1	Homo sapiens (Human)	66
FMO1		Q01740	FMO1_HUMAN	reviewed	Dimethylaniline monooxygenase [N-oxide-forming] 1 (EC 1.14.13.8) (Dimethylaniline oxidase 1) (Fetal hepatic flavin-containing monooxygenase 1) (FMO 1)	FMO1	Homo sapiens (Human)	532
FMO1		Q5QPT3	Q5QPT3_HUMAN	unreviewed	Dimethylaniline monooxygenase [N-oxide-forming] 1 (Fragment)	FMO1	Homo sapiens (Human)	208
G0S2		P27469	G0S2_HUMAN	reviewed	G0/G1 switch protein 2 (G0/G1 switch regulatory protein 2) (Putative lymphocyte G0/G1 switch gene)	G0S2	Homo sapiens (Human)	103
GABARAPL1		A0A024RAP5	A0A024RAP5_HUMAN	unreviewed	GABA(A) receptor-associated protein like 1, isoform CRA_a	GABARAPL1 hCG_38151	Homo sapiens (Human)	117
GABARAPL1		A0A0G2JKT8	A0A0G2JKT8_HUMAN	unreviewed	Gamma-aminobutyric acid receptor-associated protein-like 1 (Fragment)	GABARAPL1	Homo sapiens (Human)	10
GABARAPL1		F5GX12	F5GX12_HUMAN	unreviewed	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	Homo sapiens (Human)	36
GABARAPL1		F5GYD9	F5GYD9_HUMAN	unreviewed	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	Homo sapiens (Human)	27
GABARAPL1		F5GZY7	F5GZY7_HUMAN	unreviewed	Gamma-aminobutyric acid receptor-associated protein-like 1 (Fragment)	GABARAPL1	Homo sapiens (Human)	70
GABARAPL1		F5H007	F5H007_HUMAN	unreviewed	Gamma-aminobutyric acid receptor-associated protein-like 1	GABARAPL1	Homo sapiens (Human)	43
GABARAPL1		G3V1T7	G3V1T7_HUMAN	unreviewed	GABA(A) receptor-associated protein like 1, isoform CRA_e (Gamma-aminobutyric acid receptor-associated protein-like 1)	GABARAPL1 hCG_38151	Homo sapiens (Human)	103
GABARAPL1		Q9H0R8	GBRL1_HUMAN	reviewed	Gamma-aminobutyric acid receptor-associated protein-like 1 (Early estrogen-regulated protein) (GABA(A) receptor-associated protein-like 1) (Glandular epithelial cell protein 1) (GEC-1)	GABARAPL1 GEC1	Homo sapiens (Human)	117
GAD2		Q05329	DCE2_HUMAN	reviewed	Glutamate decarboxylase 2 (EC 4.1.1.15) (65 kDa glutamic acid decarboxylase) (GAD-65) (Glutamate decarboxylase 65 kDa isoform)	GAD2 GAD65	Homo sapiens (Human)	585
GAD2		Q4G154	Q4G154_HUMAN	unreviewed	GAD2 protein (Fragment)	GAD2	Homo sapiens (Human)	192
GAD2		Q5VZ29	Q5VZ29_HUMAN	unreviewed	Glutamate decarboxylase 2	GAD2	Homo sapiens (Human)	129
GAD2		Q5VZ30	Q5VZ30_HUMAN	unreviewed	Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa) (Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa), isoform CRA_b)	GAD2 hCG_23434	Homo sapiens (Human)	585
GAD2		Q5VZ31	Q5VZ31_HUMAN	unreviewed	Glutamate decarboxylase 2 (Fragment)	GAD2	Homo sapiens (Human)	188
GAPDHS		K7EMB2	K7EMB2_HUMAN	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	GAPDHS	Homo sapiens (Human)	44
GAPDHS		K7EP73	K7EP73_HUMAN	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (Fragment)	GAPDHS	Homo sapiens (Human)	179
GAPDHS		O14556	G3PT_HUMAN	reviewed	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2) (GAPDH-2) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)	GAPDHS GAPD2 GAPDH2 GAPDS HSD-35 HSD35	Homo sapiens (Human)	408
GCDH		A0A024R7F9	A0A024R7F9_HUMAN	unreviewed	Glutaryl-Coenzyme A dehydrogenase, isoform CRA_a	GCDH hCG_172482	Homo sapiens (Human)	438
GCDH		A0A1D6XXQ4	A0A1D6XXQ4_HUMAN	unreviewed	Truncated GCDH	GCDH	Homo sapiens (Human)	229
GCDH		A0A1L3A5T2	A0A1L3A5T2_HUMAN	unreviewed	Truncated glutaryl-CoA dehydrogenase	GCDH	Homo sapiens (Human)	355
GCDH		A0A1L3A5U7	A0A1L3A5U7_HUMAN	unreviewed	Glutaryl-CoA dehydrogenase	GCDH	Homo sapiens (Human)	438
GCDH		G8FL39	G8FL39_HUMAN	unreviewed	Mitochondrial glutaryl-Coenzyme A dehydrogenase (Fragment)	GCDH	Homo sapiens (Human)	72
GCDH		K7EKH1	K7EKH1_HUMAN	unreviewed	Glutaryl-CoA dehydrogenase, mitochondrial (Fragment)	GCDH	Homo sapiens (Human)	148
GCDH		K7EKT3	K7EKT3_HUMAN	unreviewed	Glutaryl-CoA dehydrogenase, mitochondrial (Fragment)	GCDH	Homo sapiens (Human)	164
GCDH		K7EQ99	K7EQ99_HUMAN	unreviewed	Glutaryl-CoA dehydrogenase, mitochondrial (Fragment)	GCDH	Homo sapiens (Human)	102
GCDH		K7ER63	K7ER63_HUMAN	unreviewed	Glutaryl-CoA dehydrogenase, mitochondrial	GCDH	Homo sapiens (Human)	86
GCDH		K7ERX1	K7ERX1_HUMAN	unreviewed	Glutaryl-CoA dehydrogenase, mitochondrial	GCDH	Homo sapiens (Human)	204
GCDH		K7ES74	K7ES74_HUMAN	unreviewed	Glutaryl-CoA dehydrogenase, mitochondrial (Fragment)	GCDH	Homo sapiens (Human)	131
GCDH		K7ESA6	K7ESA6_HUMAN	unreviewed	Glutaryl-CoA dehydrogenase, mitochondrial (Fragment)	GCDH	Homo sapiens (Human)	115
GCDH		Q36741	Q36741_HUMAN	unreviewed	Glutaryl CoA dehydrogenase (Fragment)	GCDH	Homo sapiens (Human)	17
GCDH		Q92947	GCDH_HUMAN	reviewed	Glutaryl-CoA dehydrogenase, mitochondrial (GCD) (EC 1.3.8.6)	GCDH	Homo sapiens (Human)	438
GLUL		A1L199	A1L199_HUMAN	unreviewed	Glutamine synthetase (EC 6.3.1.2) (Fragment)	GLUL	Homo sapiens (Human)	258
GLUL		A8YXX4	A8YXX4_HUMAN	unreviewed	Glutamine synthetase (EC 6.3.1.2)	PIG59 GLUL hCG_24393	Homo sapiens (Human)	373
GLUL		P15104	GLNA_HUMAN	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate decarboxylase) (EC 4.1.1.15) (Glutamate--ammonia ligase)	GLUL GLNS	Homo sapiens (Human)	373
GPD1		A0A024R138	A0A024R138_HUMAN	unreviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	GPD1 hCG_20197	Homo sapiens (Human)	349
GPD1		F8VSE8	F8VSE8_HUMAN	unreviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	GPD1	Homo sapiens (Human)	50
GPD1		P21695	GPDA_HUMAN	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)	GPD1	Homo sapiens (Human)	349
GPD2		A0A0S2Z3S0	A0A0S2Z3S0_HUMAN	unreviewed	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3) (Fragment)	GPD2	Homo sapiens (Human)	250
GPD2		E7EM56	E7EM56_HUMAN	unreviewed	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3) (Fragment)	GPD2	Homo sapiens (Human)	109
GPD2		E9PDK4	E9PDK4_HUMAN	unreviewed	Glycerol-3-phosphate dehydrogenase, mitochondrial	GPD2	Homo sapiens (Human)	56
GPD2		F5GYK7	F5GYK7_HUMAN	unreviewed	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	GPD2	Homo sapiens (Human)	379
GPD2		P43304	GPDM_HUMAN	reviewed	Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3) (mtGPD)	GPD2	Homo sapiens (Human)	727
GPD2		Q53RD0	Q53RD0_HUMAN	unreviewed	Putative uncharacterized protein GPD2 (Fragment)	GPD2	Homo sapiens (Human)	34
GPD2		Q53T76	Q53T76_HUMAN	unreviewed	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3) (Fragment)	GPD2	Homo sapiens (Human)	693
GRHPR		Q5M7Z5	Q5M7Z5_HUMAN	unreviewed	GRHPR protein (Fragment)	GRHPR	Homo sapiens (Human)	341
GRHPR		Q9UBQ7	GRHPR_HUMAN	reviewed	Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)	GRHPR GLXR MSTP035	Homo sapiens (Human)	328
GRHPR		U3KQ56	U3KQ56_HUMAN	unreviewed	Glyoxylate reductase/hydroxypyruvate reductase	GRHPR	Homo sapiens (Human)	358
GSTZ1		A0A0A0MR33	A0A0A0MR33_HUMAN	unreviewed	Maleylacetoacetate isomerase	GSTZ1	Homo sapiens (Human)	174
GSTZ1		A0A0C4DFM0	A0A0C4DFM0_HUMAN	unreviewed	Glutathione transferase zeta 1 (Maleylacetoacetate isomerase), isoform CRA_c (Maleylacetoacetate isomerase)	GSTZ1 hCG_22265	Homo sapiens (Human)	216
GSTZ1		G3V267	G3V267_HUMAN	unreviewed	Maleylacetoacetate isomerase	GSTZ1	Homo sapiens (Human)	189
GSTZ1		G3V3B9	G3V3B9_HUMAN	unreviewed	Maleylacetoacetate isomerase	GSTZ1	Homo sapiens (Human)	119
GSTZ1		G3V4T6	G3V4T6_HUMAN	unreviewed	Maleylacetoacetate isomerase	GSTZ1	Homo sapiens (Human)	217
GSTZ1		G3V5G8	G3V5G8_HUMAN	unreviewed	Maleylacetoacetate isomerase (Fragment)	GSTZ1	Homo sapiens (Human)	38
GSTZ1		G3V5T0	G3V5T0_HUMAN	unreviewed	Maleylacetoacetate isomerase	GSTZ1	Homo sapiens (Human)	202
GSTZ1		G3V5U6	G3V5U6_HUMAN	unreviewed	Maleylacetoacetate isomerase (Fragment)	GSTZ1	Homo sapiens (Human)	59
GSTZ1		H0YJN8	H0YJN8_HUMAN	unreviewed	Maleylacetoacetate isomerase (Fragment)	GSTZ1	Homo sapiens (Human)	70
GSTZ1		O43708	MAAI_HUMAN	reviewed	Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18)	GSTZ1 MAAI	Homo sapiens (Human)	216
H2AFZ		P0C0S5	H2AZ_HUMAN	reviewed	Histone H2A.Z (H2A/z)	H2AFZ H2AZ	Homo sapiens (Human)	128
HADH		A0A0A0MSE2	A0A0A0MSE2_HUMAN	unreviewed	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	HADH	Homo sapiens (Human)	390
HADH		E9PF18	E9PF18_HUMAN	unreviewed	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	HADH	Homo sapiens (Human)	318
HADH		J3KR89	J3KR89_HUMAN	unreviewed	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	HADH	Homo sapiens (Human)	52
HADH		P40939	ECHA_HUMAN	reviewed	Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]	HADHA HADH	Homo sapiens (Human)	763
HADH		Q16836	HCDH_HUMAN	reviewed	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)	HADH HAD HADHSC SCHAD	Homo sapiens (Human)	314
HADHB		B5MD38	B5MD38_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial	HADHB	Homo sapiens (Human)	351
HADHB		C9JE81	C9JE81_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial (Fragment)	HADHB	Homo sapiens (Human)	175
HADHB		C9JEY0	C9JEY0_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial (Fragment)	HADHB	Homo sapiens (Human)	149
HADHB		C9K0M0	C9K0M0_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial (Fragment)	HADHB	Homo sapiens (Human)	84
HADHB		D6W539	D6W539_HUMAN	unreviewed	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (Trifunctional protein), beta subunit, isoform CRA_b	HADHB hCG_23137	Homo sapiens (Human)	372
HADHB		F5GZQ3	F5GZQ3_HUMAN	unreviewed	Trifunctional enzyme subunit beta, mitochondrial	HADHB	Homo sapiens (Human)	459
HADHB		P55084	ECHB_HUMAN	reviewed	Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]	HADHB MSTP029	Homo sapiens (Human)	474
HAO2		Q5QP02	Q5QP02_HUMAN	unreviewed	Hydroxyacid oxidase 2 (Fragment)	HAO2	Homo sapiens (Human)	186
HAO2		Q9NYQ3	HAOX2_HUMAN	reviewed	Hydroxyacid oxidase 2 (HAOX2) (EC 1.1.3.15) ((S)-2-hydroxy-acid oxidase, peroxisomal) (Cell growth-inhibiting gene 16 protein) (Long chain alpha-hydroxy acid oxidase) (Long-chain L-2-hydroxy acid oxidase)	HAO2 HAOX2 GIG16	Homo sapiens (Human)	351
HCCS		A0A024RBY9	A0A024RBY9_HUMAN	unreviewed	Cytochrome c heme lyase (EC 4.4.1.17)	HCCS hCG_401192	Homo sapiens (Human)	268
HCCS		P53701	CCHL_HUMAN	reviewed	Cytochrome c-type heme lyase (CCHL) (EC 4.4.1.17) (Holocytochrome c-type synthase)	HCCS CCHL	Homo sapiens (Human)	268
HIBCH		B8ZZZ0	B8ZZZ0_HUMAN	unreviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (Fragment)	HIBCH	Homo sapiens (Human)	273
HIBCH		B9A058	B9A058_HUMAN	unreviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase)	HIBCH	Homo sapiens (Human)	163
HIBCH		F8W8A6	F8W8A6_HUMAN	unreviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (Fragment)	HIBCH	Homo sapiens (Human)	128
HIBCH		H7BYI7	H7BYI7_HUMAN	unreviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (Fragment)	HIBCH	Homo sapiens (Human)	69
HIBCH		H7C126	H7C126_HUMAN	unreviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (Fragment)	HIBCH	Homo sapiens (Human)	38
HIBCH		H7C1A5	H7C1A5_HUMAN	unreviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (Fragment)	HIBCH	Homo sapiens (Human)	119
HIBCH		H7C400	H7C400_HUMAN	unreviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (Fragment)	HIBCH	Homo sapiens (Human)	52
HIBCH		Q6NVY1	HIBCH_HUMAN	reviewed	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)	HIBCH	Homo sapiens (Human)	386
HMGCL		B1AK13	B1AK13_HUMAN	unreviewed	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (Hydroxymethylglutaricaciduria), isoform CRA_b (cDNA FLJ16378 fis, clone TKIDN2016399, highly similar to Hydroxymethylglutaryl-CoA lyase, mitochondrial (EC 4.1.3.4))	HMGCL hCG_37683	Homo sapiens (Human)	300
HMGCL		D6REN8	D6REN8_HUMAN	unreviewed	Hydroxymethylglutaryl-CoA lyase, mitochondrial	HMGCL	Homo sapiens (Human)	77
HMGCL		G8FGB4	G8FGB4_HUMAN	unreviewed	Mutant 3-hydroxymethyl-3-methylglutaryl-CoA lyase, transcript variant 1 (Fragment)	HMGCL	Homo sapiens (Human)	30
HMGCL		H0Y2L7	H0Y2L7_HUMAN	unreviewed	Hydroxymethylglutaryl-CoA lyase, mitochondrial (Fragment)	HMGCL	Homo sapiens (Human)	182
HMGCL		L8EC54	L8EC54_HUMAN	unreviewed	Alternative protein HMGCL	HMGCL	Homo sapiens (Human)	52
HMGCL		P35914	HMGCL_HUMAN	reviewed	Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)	HMGCL	Homo sapiens (Human)	325
HMGCS1		A0A024R059	A0A024R059_HUMAN	unreviewed	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (Soluble), isoform CRA_a	HMGCS1 hCG_36936	Homo sapiens (Human)	520
HMGCS1		D6RIW1	D6RIW1_HUMAN	unreviewed	Hydroxymethylglutaryl-CoA synthase, cytoplasmic (Fragment)	HMGCS1	Homo sapiens (Human)	95
HMGCS1		Q01581	HMCS1_HUMAN	reviewed	Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	HMGCS1 HMGCS	Homo sapiens (Human)	520
HMGCS2		P54868	HMCS2_HUMAN	reviewed	Hydroxymethylglutaryl-CoA synthase, mitochondrial (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	HMGCS2	Homo sapiens (Human)	508
HPGD		D6RA66	D6RA66_HUMAN	unreviewed	15-hydroxyprostaglandin dehydrogenase [NAD(+)] (Fragment)	HPGD	Homo sapiens (Human)	97
HPGD		D6RA83	D6RA83_HUMAN	unreviewed	15-hydroxyprostaglandin dehydrogenase [NAD(+)] (Fragment)	HPGD	Homo sapiens (Human)	99
HPGD		D6RHF8	D6RHF8_HUMAN	unreviewed	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	HPGD	Homo sapiens (Human)	37
HPGD		E9PBZ2	E9PBZ2_HUMAN	unreviewed	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	HPGD	Homo sapiens (Human)	176
HPGD		E9PD69	E9PD69_HUMAN	unreviewed	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	HPGD	Homo sapiens (Human)	87
HPGD		P15428	PGDH_HUMAN	reviewed	15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Prostaglandin dehydrogenase 1) (Short chain dehydrogenase/reductase family 36C member 1)	HPGD PGDH1 SDR36C1	Homo sapiens (Human)	266
HSD17B10		A0A0S2Z410	A0A0S2Z410_HUMAN	unreviewed	Hydroxysteroid dehydrogenase 10 isoform 1 (Fragment)	HSD17B10	Homo sapiens (Human)	261
HSD17B10		A0A0S2Z434	A0A0S2Z434_HUMAN	unreviewed	Hydroxysteroid dehydrogenase 10 isoform 2	HSD17B10	Homo sapiens (Human)	192
HSD17B10		Q5H928	Q5H928_HUMAN	unreviewed	3-hydroxyacyl-CoA dehydrogenase type-2 (Hydroxysteroid (17-beta) dehydrogenase 10)	HSD17B10 RP3-339A18.2-004	Homo sapiens (Human)	169
HSD17B10		Q99714	HCD2_HUMAN	reviewed	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-hydroxysteroid dehydrogenase 10) (17-beta-HSD 10) (EC 1.1.1.51) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)	HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2	Homo sapiens (Human)	261
HSD17B11		D6RCD0	D6RCD0_HUMAN	unreviewed	Estradiol 17-beta-dehydrogenase 11	HSD17B11	Homo sapiens (Human)	256
HSD17B11		Q8NBQ5	DHB11_HUMAN	reviewed	Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03) (CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2) (retSDR2) (Short chain dehydrogenase/reductase family 16C member 2)	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233	Homo sapiens (Human)	300
HSD17B4		A0A0S2Z3Y5	A0A0S2Z3Y5_HUMAN	unreviewed	Hydroxysteroid dehydrogenase 4 isoform 2	HSD17B4	Homo sapiens (Human)	31
HSD17B4		A0A0S2Z460	A0A0S2Z460_HUMAN	unreviewed	Hydroxysteroid dehydrogenase 4 isoform 3 (Fragment)	HSD17B4	Homo sapiens (Human)	109
HSD17B4		A0A0S2Z4J1	A0A0S2Z4J1_HUMAN	unreviewed	Hydroxysteroid (17-beta) dehydrogenase 4, isoform CRA_b (Hydroxysteroid dehydrogenase 4 isoform 1) (Fragment)	HSD17B4 hCG_37330	Homo sapiens (Human)	736
HSD17B4		A0A0S2Z4Q6	A0A0S2Z4Q6_HUMAN	unreviewed	Hydroxysteroid dehydrogenase 4 isoform 4	HSD17B4	Homo sapiens (Human)	85
HSD17B4		E7EPL9	E7EPL9_HUMAN	unreviewed	Peroxisomal multifunctional enzyme type 2	HSD17B4	Homo sapiens (Human)	474
HSD17B4		E7ER27	E7ER27_HUMAN	unreviewed	Peroxisomal multifunctional enzyme type 2	HSD17B4	Homo sapiens (Human)	500
HSD17B4		E7ET17	E7ET17_HUMAN	unreviewed	Peroxisomal multifunctional enzyme type 2	HSD17B4	Homo sapiens (Human)	599
HSD17B4		E7EWE5	E7EWE5_HUMAN	unreviewed	Peroxisomal multifunctional enzyme type 2	HSD17B4	Homo sapiens (Human)	712
HSD17B4		G5E9S2	G5E9S2_HUMAN	unreviewed	Hydroxysteroid (17-beta) dehydrogenase 4, isoform CRA_a (Peroxisomal multifunctional enzyme type 2)	HSD17B4 hCG_37330	Homo sapiens (Human)	596
HSD17B4		P51659	DHB4_HUMAN	reviewed	Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MPF-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]	HSD17B4 EDH17B4 SDR8C1	Homo sapiens (Human)	736
HSD17B7		F2Z2C2	F2Z2C2_HUMAN	unreviewed	3-keto-steroid reductase	HSD17B7	Homo sapiens (Human)	109
HSD17B7		P56937	DHB7_HUMAN	reviewed	3-keto-steroid reductase (EC 1.1.1.270) (17-beta-hydroxysteroid dehydrogenase 7) (17-beta-HSD 7) (Estradiol 17-beta-dehydrogenase 7) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 37C member 1)	HSD17B7 SDR37C1 UNQ2563/PRO6243	Homo sapiens (Human)	341
HSD17B7		Q5T248	Q5T248_HUMAN	unreviewed	3-keto-steroid reductase (HCG2024989, isoform CRA_e)	HSD17B7 hCG_2024989	Homo sapiens (Human)	111
HSD17B7		Q5T249	Q5T249_HUMAN	unreviewed	3-keto-steroid reductase (HCG2024989, isoform CRA_g)	HSD17B7 hCG_2024989	Homo sapiens (Human)	84
HSD17B7		V9GYN3	V9GYN3_HUMAN	unreviewed	3-keto-steroid reductase (Fragment)	HSD17B7	Homo sapiens (Human)	62
HSDL2		A0A024R159	A0A024R159_HUMAN	unreviewed	Hydroxysteroid dehydrogenase like 2, isoform CRA_c	HSDL2 hCG_28783	Homo sapiens (Human)	345
HSDL2		Q6YN16	HSDL2_HUMAN	reviewed	Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-) (Short chain dehydrogenase/reductase family 13C member 1)	HSDL2 C9orf99 SDR13C1	Homo sapiens (Human)	418
HSP90AA1		A0A0U1RR69	A0A0U1RR69_HUMAN	unreviewed	Heat shock protein HSP 90-alpha (Fragment)	HSP90AA1	Homo sapiens (Human)	100
HSP90AA1		G3V2J8	G3V2J8_HUMAN	unreviewed	Heat shock protein HSP 90-alpha (Fragment)	HSP90AA1	Homo sapiens (Human)	174
HSP90AA1		G3V592	G3V592_HUMAN	unreviewed	Heat shock protein HSP 90-alpha	HSP90AA1	Homo sapiens (Human)	80
HSP90AA1		H0YJF5	H0YJF5_HUMAN	unreviewed	Heat shock protein HSP 90-alpha (Fragment)	HSP90AA1	Homo sapiens (Human)	52
HSP90AA1		P07900	HS90A_HUMAN	reviewed	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	HSP90AA1 HSP90A HSPC1 HSPCA	Homo sapiens (Human)	732
HSP90AA1		Q2VPJ6	Q2VPJ6_HUMAN	unreviewed	HSP90AA1 protein (Fragment)	HSP90AA1	Homo sapiens (Human)	585
HSP90AA1		Q8TBA7	Q8TBA7_HUMAN	unreviewed	HSP90AA1 protein (Fragment)	HSP90AA1	Homo sapiens (Human)	638
HSP90AA1		Q96HX7	Q96HX7_HUMAN	unreviewed	HSP90AA1 protein (Fragment)	HSP90AA1	Homo sapiens (Human)	422
HSPH1		A0A024RDQ0	A0A024RDQ0_HUMAN	unreviewed	Heat shock 105kDa/110kDa protein 1, isoform CRA_a	HSPH1 hCG_32198	Homo sapiens (Human)	814
HSPH1		A0A024RDS1	A0A024RDS1_HUMAN	unreviewed	Heat shock 105kDa/110kDa protein 1, isoform CRA_c	HSPH1 hCG_32198	Homo sapiens (Human)	858
HSPH1		A0A0A0MSM0	A0A0A0MSM0_HUMAN	unreviewed	Heat shock protein 105 kDa	HSPH1	Homo sapiens (Human)	782
HSPH1		Q5TBM3	Q5TBM3_HUMAN	unreviewed	Heat shock protein 105 kDa (Fragment)	HSPH1	Homo sapiens (Human)	115
